country,sex,year,share_of_vulnerable_employment_in_total_employment_percentage
geo,m,2009,61.79999923706055
geo,f,2009,63.5
geo,mf,2010,60.599998474121094
geo,m,2010,60.5
geo,f,2010,60.70000076293945
geo,mf,2013,59.79999923706055
geo,m,2013,59.20000076293945
geo,f,2013,60.5
deu,mf,1983,7.900000095367432
deu,m,1983,5.900000095367432
deu,f,1983,10.899999618530273
deu,mf,1984,7.599999904632568
deu,m,1984,5.699999809265137
deu,f,1984,10.699999809265137
deu,mf,1985,7.099999904632568
deu,m,1985,5.900000095367432
deu,f,1985,9.100000381469727
deu,mf,1986,7.0
deu,m,1986,5.699999809265137
deu,f,1986,9.0
deu,mf,1987,6.800000190734863
deu,m,1987,5.699999809265137
deu,f,1987,8.5
deu,mf,1988,6.800000190734863
deu,m,1988,5.699999809265137
deu,f,1988,8.5
deu,mf,1989,6.199999809265137
deu,m,1989,5.199999809265137
deu,f,1989,7.699999809265137
deu,mf,1990,6.099999904632568
deu,m,1990,5.300000190734863
deu,f,1990,7.300000190734863
deu,mf,1991,5.199999809265137
deu,m,1991,4.800000190734863
deu,f,1991,5.699999809265137
deu,mf,1992,5.300000190734863
deu,m,1992,4.900000095367432
deu,f,1992,5.699999809265137
deu,mf,1993,5.400000095367432
deu,m,1993,5.0
deu,f,1993,5.800000190734863
deu,mf,1994,5.400000095367432
deu,m,1994,5.199999809265137
deu,f,1994,5.599999904632568
deu,mf,1995,5.599999904632568
deu,m,1995,5.400000095367432
deu,f,1995,5.900000095367432
deu,mf,1996,5.599999904632568
deu,m,1996,5.699999809265137
deu,f,1996,5.5
deu,mf,1997,5.800000190734863
deu,m,1997,6.0
deu,f,1997,5.599999904632568
deu,mf,1998,5.900000095367432
deu,m,1998,6.099999904632568
deu,f,1998,5.5
deu,mf,1999,5.699999809265137
deu,m,1999,6.099999904632568
deu,f,1999,5.199999809265137
deu,mf,2000,5.800000190734863
deu,m,2000,6.300000190734863
deu,f,2000,5.199999809265137
deu,mf,2001,6.099999904632568
deu,m,2001,6.300000190734863
deu,f,2001,5.900000095367432
deu,mf,2002,6.099999904632568
deu,m,2002,6.5
deu,f,2002,5.699999809265137
deu,mf,2003,6.400000095367432
deu,m,2003,6.900000095367432
deu,f,2003,5.699999809265137
deu,mf,2004,6.900000095367432
deu,m,2004,7.5
deu,f,2004,6.099999904632568
deu,mf,2005,7.5
deu,m,2005,8.0
deu,f,2005,6.800000190734863
deu,mf,2006,7.300000190734863
deu,m,2006,7.800000190734863
deu,f,2006,6.599999904632568
deu,mf,2007,7.199999809265137
deu,m,2007,7.5
deu,f,2007,6.699999809265137
deu,mf,2008,6.900000095367432
deu,m,2008,7.300000190734863
deu,f,2008,6.300000190734863
deu,mf,2009,6.800000190734863
deu,m,2009,7.5
deu,f,2009,5.900000095367432
deu,mf,2010,6.699999809265137
deu,m,2010,7.5
deu,f,2010,5.800000190734863
deu,mf,2011,6.900000095367432
deu,m,2011,7.699999809265137
deu,f,2011,6.0
deu,mf,2012,6.800000190734863
deu,m,2012,7.599999904632568
deu,f,2012,5.900000095367432
deu,mf,2013,6.5
deu,m,2013,7.199999809265137
deu,f,2013,5.599999904632568
deu,mf,2014,6.300000190734863
deu,m,2014,7.099999904632568
deu,f,2014,5.5
gha,mf,2006,75.4000015258789
gha,m,2006,64.80000305175781
gha,f,2006,85.4000015258789
gha,mf,2010,76.80000305175781
gha,m,2010,68.9000015258789
gha,f,2010,84.30000305175781
grc,mf,1983,45.900001525878906
grc,m,1983,42.0
grc,f,1983,53.900001525878906
grc,mf,1984,45.79999923706055
grc,m,1984,42.0
grc,f,1984,53.5
grc,mf,1985,45.599998474121094
grc,m,1985,42.0
grc,f,1985,52.599998474121094
grc,mf,1986,45.099998474121094
grc,m,1986,41.5
grc,f,1986,52.099998474121094
grc,mf,1987,44.599998474121094
grc,m,1987,41.0
grc,f,1987,51.5
grc,mf,1988,43.900001525878906
grc,m,1988,41.0
grc,f,1988,49.5
grc,mf,1989,43.0
grc,m,1989,40.20000076293945
grc,f,1989,48.20000076293945
grc,mf,1990,42.0
grc,m,1990,39.70000076293945
grc,f,1990,46.099998474121094
grc,mf,1991,40.5
grc,m,1991,39.29999923706055
grc,f,1991,42.900001525878906
grc,mf,1992,40.400001525878906
grc,m,1992,38.900001525878906
grc,f,1992,43.29999923706055
grc,mf,1993,39.5
grc,m,1993,38.0
grc,f,1993,42.20000076293945
grc,mf,1994,39.70000076293945
grc,m,1994,38.099998474121094
grc,f,1994,42.599998474121094
grc,mf,1995,39.70000076293945
grc,m,1995,38.70000076293945
grc,f,1995,41.5
grc,mf,1996,38.79999923706055
grc,m,1996,37.599998474121094
grc,f,1996,40.900001525878906
grc,mf,1997,38.099998474121094
grc,m,1997,37.20000076293945
grc,f,1997,39.599998474121094
grc,mf,1998,36.29999923706055
grc,m,1998,35.099998474121094
grc,f,1998,38.400001525878906
grc,mf,1999,34.599998474121094
grc,m,1999,33.70000076293945
grc,f,1999,36.099998474121094
grc,mf,2000,34.0
grc,m,2000,33.29999923706055
grc,f,2000,35.099998474121094
grc,mf,2001,31.399999618530273
grc,m,2001,31.100000381469727
grc,f,2001,32.0
grc,mf,2002,31.399999618530273
grc,m,2002,31.100000381469727
grc,f,2002,32.0
grc,mf,2003,31.399999618530273
grc,m,2003,31.200000762939453
grc,f,2003,31.799999237060547
grc,mf,2004,28.299999237060547
grc,m,2004,28.5
grc,f,2004,28.0
grc,mf,2005,28.100000381469727
grc,m,2005,28.299999237060547
grc,f,2005,27.799999237060547
grc,mf,2006,28.0
grc,m,2006,28.399999618530273
grc,f,2006,27.5
grc,mf,2007,27.299999237060547
grc,m,2007,27.799999237060547
grc,f,2007,26.5
grc,mf,2008,26.700000762939453
grc,m,2008,26.799999237060547
grc,f,2008,26.399999618530273
grc,mf,2009,27.0
grc,m,2009,27.399999618530273
grc,f,2009,26.299999237060547
grc,mf,2010,27.799999237060547
grc,m,2010,28.299999237060547
grc,f,2010,27.0
grc,mf,2011,28.5
grc,m,2011,29.5
grc,f,2011,27.200000762939453
grc,mf,2012,29.600000381469727
grc,m,2012,31.299999237060547
grc,f,2012,27.200000762939453
grc,mf,2013,30.299999237060547
grc,m,2013,32.20000076293945
grc,f,2013,27.700000762939453
grc,mf,2014,29.600000381469727
grc,m,2014,31.899999618530273
grc,f,2014,26.5
grd,mf,1991,14.100000381469727
grd,m,1991,13.5
grd,f,1991,15.0
grd,mf,1996,20.0
grd,m,1996,19.0
grd,f,1996,21.399999618530273
grd,mf,1998,18.399999618530273
grd,m,1998,18.0
grd,f,1998,19.0
glp,mf,2001,15.800000190734863
glp,mf,2002,17.0
glp,mf,2003,16.5
glp,mf,2004,16.700000762939453
glp,mf,2005,18.100000381469727
glp,mf,2006,18.100000381469727
glp,mf,2007,19.5
glp,mf,2008,17.799999237060547
glp,mf,2009,18.700000762939453
glp,mf,2010,17.700000762939453
glp,mf,2011,18.700000762939453
glp,mf,2012,19.399999618530273
gum,mf,1980,3.200000047683716
gum,mf,1990,3.200000047683716
gum,mf,2000,4.5
gum,mf,2002,0.20000000298023224
gtm,mf,1994,48.5
gtm,m,1994,52.900001525878906
gtm,f,1994,29.899999618530273
gtm,mf,1998,45.29999923706055
gtm,m,1998,39.400001525878906
gtm,f,1998,55.400001525878906
gtm,mf,2000,46.70000076293945
gtm,m,2000,41.70000076293945
gtm,f,2000,55.400001525878906
gtm,mf,2002,55.400001525878906
gtm,m,2002,51.5
gtm,f,2002,62.5
gtm,mf,2003,50.29999923706055
gtm,m,2003,44.599998474121094
gtm,f,2003,60.0
gtm,mf,2004,49.900001525878906
gtm,m,2004,45.400001525878906
gtm,f,2004,58.400001525878906
gtm,mf,2011,40.599998474121094
gtm,m,2011,38.599998474121094
gtm,f,2011,44.79999923706055
gtm,mf,2012,44.5
gtm,m,2012,37.79999923706055
gtm,f,2012,55.900001525878906
gin,mf,2009,89.80000305175781
gin,m,2009,85.19999694824219
gin,f,2009,94.80000305175781
gin,mf,2010,89.4000015258789
gin,m,2010,85.19999694824219
gin,f,2010,93.9000015258789
gin,mf,2011,89.80000305175781
gin,m,2011,85.19999694824219
gin,f,2011,94.80000305175781
gin,mf,2012,89.80000305175781
gin,m,2012,85.19999694824219
gin,f,2012,94.80000305175781
hnd,mf,1990,48.900001525878906
hnd,m,1990,48.400001525878906
hnd,f,1990,50.20000076293945
hnd,mf,1991,51.099998474121094
hnd,m,1991,53.099998474121094
hnd,f,1991,46.5
hnd,mf,1992,47.900001525878906
hnd,m,1992,49.400001525878906
hnd,f,1992,44.599998474121094
hnd,mf,1994,46.400001525878906
hnd,m,1994,47.5
hnd,f,1994,43.70000076293945
hnd,mf,1995,45.70000076293945
hnd,m,1995,45.5
hnd,f,1995,46.29999923706055
hnd,mf,1996,49.0
hnd,m,1996,48.599998474121094
hnd,f,1996,49.900001525878906
hnd,mf,1997,48.70000076293945
hnd,m,1997,48.0
hnd,f,1997,50.0
hnd,mf,1998,47.29999923706055
hnd,m,1998,46.0
hnd,f,1998,49.79999923706055
hnd,mf,1999,49.20000076293945
hnd,m,1999,46.900001525878906
hnd,f,1999,53.29999923706055
hnd,mf,2001,47.70000076293945
hnd,m,2001,48.0
hnd,f,2001,47.20000076293945
hnd,mf,2002,50.70000076293945
hnd,m,2002,51.0
hnd,f,2002,50.099998474121094
hnd,mf,2003,50.79999923706055
hnd,m,2003,49.70000076293945
hnd,f,2003,53.0
hnd,mf,2004,48.20000076293945
hnd,m,2004,48.5
hnd,f,2004,47.599998474121094
hnd,mf,2005,47.70000076293945
hnd,m,2005,48.599998474121094
hnd,f,2005,45.70000076293945
hnd,mf,2006,49.900001525878906
hnd,m,2006,49.400001525878906
hnd,f,2006,51.0
hnd,mf,2007,50.099998474121094
hnd,m,2007,49.0
hnd,f,2007,52.20000076293945
hnd,mf,2008,49.5
hnd,m,2008,48.599998474121094
hnd,f,2008,51.20000076293945
hnd,mf,2009,51.900001525878906
hnd,m,2009,49.5
hnd,f,2009,56.400001525878906
hnd,mf,2010,53.29999923706055
hnd,m,2010,51.29999923706055
hnd,f,2010,56.79999923706055
hkg,mf,1993,5.5
hkg,m,1993,6.599999904632568
hkg,f,1993,3.5999999046325684
hkg,mf,1994,5.300000190734863
hkg,m,1994,6.400000095367432
hkg,f,1994,3.5
hkg,mf,1995,5.400000095367432
hkg,m,1995,6.599999904632568
hkg,f,1995,3.4000000953674316
hkg,mf,1996,5.300000190734863
hkg,m,1996,6.599999904632568
hkg,f,1996,3.200000047683716
hkg,mf,1997,5.0
hkg,m,1997,6.199999809265137
hkg,f,1997,3.0999999046325684
hkg,mf,1998,5.199999809265137
hkg,m,1998,6.599999904632568
hkg,f,1998,3.0999999046325684
hkg,mf,1999,5.699999809265137
hkg,m,1999,7.199999809265137
hkg,f,1999,3.5999999046325684
hkg,mf,2000,5.699999809265137
hkg,m,2000,7.300000190734863
hkg,f,2000,3.4000000953674316
hkg,mf,2001,6.800000190734863
hkg,m,2001,9.100000381469727
hkg,f,2001,3.799999952316284
hkg,mf,2002,7.800000190734863
hkg,m,2002,10.5
hkg,f,2002,4.5
hkg,mf,2003,7.699999809265137
hkg,m,2003,10.0
hkg,f,2003,4.800000190734863
hkg,mf,2004,7.699999809265137
hkg,m,2004,9.899999618530273
hkg,f,2004,5.099999904632568
hkg,mf,2005,7.699999809265137
hkg,m,2005,10.100000381469727
hkg,f,2005,4.900000095367432
hkg,mf,2006,7.800000190734863
hkg,m,2006,10.399999618530273
hkg,f,2006,4.699999809265137
hkg,mf,2007,7.199999809265137
hkg,m,2007,9.600000381469727
hkg,f,2007,4.400000095367432
hkg,mf,2008,7.400000095367432
hkg,m,2008,9.899999618530273
hkg,f,2008,4.599999904632568
hkg,mf,2009,7.400000095367432
hkg,m,2009,10.0
hkg,f,2009,4.5
hkg,mf,2010,6.400000095367432
hkg,m,2010,8.699999809265137
hkg,f,2010,3.799999952316284
hkg,mf,2011,6.599999904632568
hkg,m,2011,8.899999618530273
hkg,f,2011,4.0
hkg,mf,2012,6.900000095367432
hkg,m,2012,9.399999618530273
hkg,f,2012,4.199999809265137
hkg,mf,2013,6.900000095367432
hkg,m,2013,9.399999618530273
hkg,f,2013,4.300000190734863
hun,mf,1992,7.199999809265137
hun,m,1992,7.800000190734863
hun,f,1992,6.5
hun,mf,1993,7.5
hun,m,1993,8.600000381469727
hun,f,1993,6.199999809265137
hun,mf,1994,8.100000381469727
hun,m,1994,9.199999809265137
hun,f,1994,6.699999809265137
hun,mf,1995,8.800000190734863
hun,m,1995,10.0
hun,f,1995,7.300000190734863
hun,mf,1996,15.699999809265137
hun,m,1996,19.100000381469727
hun,f,1996,11.600000381469727
hun,mf,1997,14.899999618530273
hun,m,1997,17.899999618530273
hun,f,1997,11.0
hun,mf,1998,13.300000190734863
hun,m,1998,16.100000381469727
hun,f,1998,9.899999618530273
hun,mf,1999,12.699999809265137
hun,m,1999,15.5
hun,f,1999,9.300000190734863
hun,mf,2000,10.199999809265137
hun,m,2000,12.300000190734863
hun,f,2000,7.5
hun,mf,2001,9.100000381469727
hun,m,2001,10.800000190734863
hun,f,2001,7.099999904632568
hun,mf,2002,8.5
hun,m,2002,9.899999618530273
hun,f,2002,6.800000190734863
hun,mf,2003,8.199999809265137
hun,m,2003,9.800000190734863
hun,f,2003,6.199999809265137
hun,mf,2004,8.600000381469727
hun,m,2004,10.199999809265137
hun,f,2004,6.599999904632568
hun,mf,2005,7.800000190734863
hun,m,2005,9.199999809265137
hun,f,2005,6.199999809265137
hun,mf,2006,7.300000190734863
hun,m,2006,8.5
hun,f,2006,5.800000190734863
hun,mf,2007,7.199999809265137
hun,m,2007,8.199999809265137
hun,f,2007,6.0
hun,mf,2008,7.099999904632568
hun,m,2008,8.300000190734863
hun,f,2008,5.599999904632568
hun,mf,2009,7.300000190734863
hun,m,2009,8.399999618530273
hun,f,2009,6.0
hun,mf,2010,6.900000095367432
hun,m,2010,8.100000381469727
hun,f,2010,5.5
hun,mf,2011,6.900000095367432
hun,m,2011,8.100000381469727
hun,f,2011,5.400000095367432
hun,mf,2012,6.5
hun,m,2012,7.199999809265137
hun,f,2012,5.599999904632568
hun,mf,2013,6.099999904632568
hun,m,2013,6.900000095367432
hun,f,2013,5.099999904632568
hun,mf,2014,5.800000190734863
hun,m,2014,6.699999809265137
hun,f,2014,4.800000190734863
isl,mf,1995,12.199999809265137
isl,m,1995,17.0
isl,f,1995,6.699999809265137
isl,mf,1996,10.399999618530273
isl,m,1996,13.399999618530273
isl,f,1996,6.900000095367432
isl,mf,1997,11.300000190734863
isl,m,1997,14.199999809265137
isl,f,1997,7.900000095367432
isl,mf,1998,12.100000381469727
isl,m,1998,15.600000381469727
isl,f,1998,8.100000381469727
isl,mf,1999,11.600000381469727
isl,m,1999,14.699999809265137
isl,f,1999,8.0
isl,mf,2000,10.600000381469727
isl,m,2000,13.600000381469727
isl,f,2000,7.199999809265137
isl,mf,2001,10.699999809265137
isl,m,2001,14.100000381469727
isl,f,2001,6.699999809265137
isl,mf,2002,11.199999809265137
isl,m,2002,14.800000190734863
isl,f,2002,7.099999904632568
isl,mf,2003,9.0
isl,m,2003,12.5
isl,f,2003,5.0
isl,mf,2004,8.600000381469727
isl,m,2004,11.100000381469727
isl,f,2004,5.800000190734863
isl,mf,2005,8.800000190734863
isl,m,2005,12.5
isl,f,2005,4.5
isl,mf,2006,9.399999618530273
isl,m,2006,13.100000381469727
isl,f,2006,5.099999904632568
isl,mf,2007,8.800000190734863
isl,m,2007,12.100000381469727
isl,f,2007,4.699999809265137
isl,mf,2008,7.900000095367432
isl,m,2008,10.5
isl,f,2008,4.800000190734863
isl,mf,2009,7.699999809265137
isl,m,2009,10.100000381469727
isl,f,2009,5.0
isl,mf,2010,8.399999618530273
isl,m,2010,10.5
isl,f,2010,6.0
isl,mf,2011,8.199999809265137
isl,m,2011,10.199999809265137
isl,f,2011,6.099999904632568
isl,mf,2012,8.100000381469727
isl,m,2012,9.899999618530273
isl,f,2012,6.099999904632568
isl,mf,2013,8.300000190734863
isl,m,2013,10.5
isl,f,2013,5.900000095367432
isl,mf,2014,8.5
isl,m,2014,10.600000381469727
isl,f,2014,6.099999904632568
ind,mf,1994,83.0999984741211
ind,m,1994,79.80000305175781
ind,f,1994,91.0999984741211
ind,mf,2000,83.4000015258789
ind,m,2000,80.5
ind,f,2000,90.4000015258789
ind,mf,2005,83.0999984741211
ind,m,2005,80.30000305175781
ind,f,2005,89.5999984741211
ind,mf,2010,80.80000305175781
ind,m,2010,79.30000305175781
ind,f,2010,85.0
idn,mf,1997,62.79999923706055
idn,mf,1998,65.4000015258789
idn,mf,1999,64.0
idn,mf,2000,64.9000015258789
idn,mf,2001,63.70000076293945
idn,m,2001,60.099998474121094
idn,f,2001,69.5999984741211
idn,mf,2002,64.69999694824219
idn,m,2002,61.70000076293945
idn,f,2002,70.0999984741211
idn,mf,2003,66.0999984741211
idn,m,2003,63.20000076293945
idn,f,2003,71.4000015258789
idn,mf,2004,64.9000015258789
idn,m,2004,61.900001525878906
idn,f,2004,70.4000015258789
idn,mf,2005,63.400001525878906
idn,m,2005,61.20000076293945
idn,f,2005,67.4000015258789
idn,mf,2006,63.099998474121094
idn,m,2006,61.099998474121094
idn,f,2006,66.9000015258789
idn,mf,2007,63.099998474121094
idn,m,2007,60.29999923706055
idn,f,2007,67.9000015258789
idn,mf,2008,64.4000015258789
idn,mf,2009,63.70000076293945
idn,m,2009,61.79999923706055
idn,f,2009,67.0
idn,mf,2010,61.599998474121094
idn,mf,2011,57.20000076293945
idn,mf,2012,50.0
idn,mf,2013,33.0
idn,m,2013,24.200000762939453
idn,f,2013,47.5
irn,mf,1996,41.099998474121094
irn,m,1996,41.29999923706055
irn,f,1996,40.5
irn,mf,2007,42.70000076293945
irn,m,2007,39.70000076293945
irn,f,2007,56.099998474121094
irn,mf,2008,42.0
irn,m,2008,39.900001525878906
irn,f,2008,52.400001525878906
irn,mf,2009,41.400001525878906
irn,m,2009,39.0
irn,f,2009,52.5
irn,mf,2010,40.5
irn,m,2010,38.79999923706055
irn,f,2010,48.79999923706055
irl,mf,1983,21.0
irl,m,1983,24.700000762939453
irl,f,1983,12.5
irl,mf,1984,20.899999618530273
irl,m,1984,25.299999237060547
irl,f,1984,11.100000381469727
irl,mf,1985,20.299999237060547
irl,m,1985,24.0
irl,f,1985,12.0
irl,mf,1986,19.600000381469727
irl,m,1986,24.299999237060547
irl,f,1986,9.100000381469727
irl,mf,1987,19.799999237060547
irl,m,1987,24.899999618530273
irl,f,1987,9.199999809265137
irl,mf,1988,20.0
irl,m,1988,25.100000381469727
irl,f,1988,9.100000381469727
irl,mf,1989,19.700000762939453
irl,m,1989,25.0
irl,f,1989,9.0
irl,mf,1990,19.899999618530273
irl,m,1990,25.100000381469727
irl,f,1990,9.5
irl,mf,1991,18.299999237060547
irl,m,1991,23.5
irl,f,1991,8.100000381469727
irl,mf,1992,18.299999237060547
irl,m,1992,23.799999237060547
irl,f,1992,8.199999809265137
irl,mf,1993,17.299999237060547
irl,m,1993,22.600000381469727
irl,f,1993,8.199999809265137
irl,mf,1994,16.899999618530273
irl,m,1994,22.5
irl,f,1994,7.400000095367432
irl,mf,1995,16.299999237060547
irl,m,1995,21.700000762939453
irl,f,1995,7.300000190734863
irl,mf,1996,15.800000190734863
irl,m,1996,21.100000381469727
irl,f,1996,7.199999809265137
irl,mf,1997,15.300000190734863
irl,m,1997,20.700000762939453
irl,f,1997,6.900000095367432
irl,mf,1998,14.100000381469727
irl,m,1998,19.0
irl,f,1998,6.699999809265137
irl,mf,1999,13.399999618530273
irl,m,1999,18.100000381469727
irl,f,1999,6.400000095367432
irl,mf,2000,13.100000381469727
irl,m,2000,17.799999237060547
irl,f,2000,6.400000095367432
irl,mf,2001,12.399999618530273
irl,m,2001,17.100000381469727
irl,f,2001,5.400000095367432
irl,mf,2002,12.100000381469727
irl,m,2002,17.100000381469727
irl,f,2002,5.199999809265137
irl,mf,2003,11.899999618530273
irl,m,2003,16.600000381469727
irl,f,2003,5.400000095367432
irl,mf,2004,12.100000381469727
irl,m,2004,17.200000762939453
irl,f,2004,5.099999904632568
irl,mf,2005,11.399999618530273
irl,m,2005,16.299999237060547
irl,f,2005,4.800000190734863
irl,mf,2006,10.800000190734863
irl,m,2006,15.399999618530273
irl,f,2006,4.5
irl,mf,2007,11.199999809265137
irl,m,2007,16.0
irl,f,2007,4.800000190734863
irl,mf,2008,11.699999809265137
irl,m,2008,16.899999618530273
irl,f,2008,5.199999809265137
irl,mf,2009,12.0
irl,m,2009,18.0
irl,f,2009,5.0
irl,mf,2010,11.800000190734863
irl,m,2010,17.399999618530273
irl,f,2010,5.300000190734863
irl,mf,2011,11.600000381469727
irl,m,2011,17.200000762939453
irl,f,2011,5.199999809265137
irl,mf,2012,11.699999809265137
irl,m,2012,17.5
irl,f,2012,5.199999809265137
irl,mf,2013,12.699999809265137
irl,m,2013,18.600000381469727
irl,f,2013,5.699999809265137
irl,mf,2014,12.699999809265137
irl,m,2014,18.399999618530273
irl,f,2014,5.800000190734863
ita,mf,1983,27.899999618530273
ita,m,1983,28.899999618530273
ita,f,1983,25.799999237060547
ita,mf,1984,28.899999618530273
ita,m,1984,29.700000762939453
ita,f,1984,27.299999237060547
ita,mf,1985,28.299999237060547
ita,m,1985,29.299999237060547
ita,f,1985,26.100000381469727
ita,mf,1986,28.0
ita,m,1986,29.0
ita,f,1986,25.700000762939453
ita,mf,1987,28.5
ita,m,1987,29.700000762939453
ita,f,1987,26.0
ita,mf,1988,28.5
ita,m,1988,29.899999618530273
ita,f,1988,25.700000762939453
ita,mf,1989,28.0
ita,m,1989,29.799999237060547
ita,f,1989,24.600000381469727
ita,mf,1990,27.299999237060547
ita,m,1990,29.299999237060547
ita,f,1990,23.5
ita,mf,1991,27.399999618530273
ita,m,1991,29.299999237060547
ita,f,1991,23.799999237060547
ita,mf,1992,15.699999809265137
ita,m,1992,15.399999618530273
ita,f,1992,16.399999618530273
ita,mf,1993,16.600000381469727
ita,m,1993,16.399999618530273
ita,f,1993,16.899999618530273
ita,mf,1994,16.399999618530273
ita,m,1994,16.399999618530273
ita,f,1994,16.399999618530273
ita,mf,1995,16.399999618530273
ita,m,1995,16.600000381469727
ita,f,1995,16.0
ita,mf,1996,16.200000762939453
ita,m,1996,16.799999237060547
ita,f,1996,15.300000190734863
ita,mf,1997,16.100000381469727
ita,m,1997,16.700000762939453
ita,f,1997,15.199999809265137
ita,mf,1998,16.299999237060547
ita,m,1998,17.0
ita,f,1998,15.100000381469727
ita,mf,1999,15.699999809265137
ita,m,1999,16.5
ita,f,1999,14.199999809265137
ita,mf,2000,15.399999618530273
ita,m,2000,16.399999618530273
ita,f,2000,13.600000381469727
ita,mf,2001,15.699999809265137
ita,m,2001,16.700000762939453
ita,f,2001,14.0
ita,mf,2002,15.300000190734863
ita,m,2002,16.299999237060547
ita,f,2002,13.5
ita,mf,2003,15.0
ita,m,2003,16.0
ita,f,2003,13.300000190734863
ita,mf,2004,20.700000762939453
ita,m,2004,22.399999618530273
ita,f,2004,18.0
ita,mf,2005,19.5
ita,m,2005,21.399999618530273
ita,f,2005,16.600000381469727
ita,mf,2006,19.299999237060547
ita,m,2006,21.200000762939453
ita,f,2006,16.399999618530273
ita,mf,2007,19.100000381469727
ita,m,2007,21.100000381469727
ita,f,2007,16.100000381469727
ita,mf,2008,18.5
ita,m,2008,20.600000381469727
ita,f,2008,15.399999618530273
ita,mf,2009,18.200000762939453
ita,m,2009,20.5
ita,f,2009,14.800000190734863
ita,mf,2010,18.600000381469727
ita,m,2010,21.100000381469727
ita,f,2010,14.899999618530273
ita,mf,2011,18.399999618530273
ita,m,2011,21.0
ita,f,2011,14.600000381469727
ita,mf,2012,18.299999237060547
ita,m,2012,21.0
ita,f,2012,14.5
ita,mf,2013,17.899999618530273
ita,m,2013,20.600000381469727
ita,f,2013,14.199999809265137
ita,mf,2014,18.100000381469727
ita,m,2014,20.5
ita,f,2014,14.699999809265137
jam,mf,1991,42.29999923706055
jam,m,1991,46.0
jam,f,1991,37.400001525878906
jam,mf,1992,42.0
jam,m,1992,45.79999923706055
jam,f,1992,37.099998474121094
jam,mf,1993,39.599998474121094
jam,m,1993,43.29999923706055
jam,f,1993,35.0
jam,mf,1994,38.900001525878906
jam,m,1994,42.29999923706055
jam,f,1994,34.5
jam,mf,1995,37.29999923706055
jam,m,1995,40.900001525878906
jam,f,1995,32.400001525878906
jam,mf,1996,37.599998474121094
jam,m,1996,41.20000076293945
jam,f,1996,32.79999923706055
jam,mf,1997,36.70000076293945
jam,m,1997,40.400001525878906
jam,f,1997,31.600000381469727
jam,mf,1998,37.599998474121094
jam,m,1998,41.5
jam,f,1998,32.29999923706055
jam,mf,1999,37.79999923706055
jam,m,1999,41.29999923706055
jam,f,1999,32.79999923706055
jam,mf,2000,37.900001525878906
jam,m,2000,41.29999923706055
jam,f,2000,33.0
jam,mf,2001,37.29999923706055
jam,m,2001,40.29999923706055
jam,f,2001,33.099998474121094
jam,mf,2002,35.79999923706055
jam,m,2002,40.099998474121094
jam,f,2002,29.899999618530273
jam,mf,2003,35.79999923706055
jam,m,2003,39.900001525878906
jam,f,2003,30.100000381469727
jam,mf,2004,36.099998474121094
jam,m,2004,38.79999923706055
jam,f,2004,32.400001525878906
jam,mf,2005,34.5
jam,m,2005,37.099998474121094
jam,f,2005,31.100000381469727
jam,mf,2006,35.400001525878906
jam,m,2006,38.400001525878906
jam,f,2006,31.399999618530273
jam,mf,2007,33.400001525878906
jam,m,2007,36.599998474121094
jam,f,2007,29.0
jam,mf,2008,36.5
jam,m,2008,40.70000076293945
jam,f,2008,31.100000381469727
jam,mf,2011,36.900001525878906
jam,m,2011,42.099998474121094
jam,f,2011,30.100000381469727
jam,mf,2012,37.5
jam,m,2012,42.79999923706055
jam,f,2012,30.5
jor,mf,2000,11.800000190734863
jor,m,2000,12.899999618530273
jor,f,2000,5.599999904632568
jor,mf,2001,4.199999809265137
jor,m,2001,4.400000095367432
jor,f,2001,2.299999952316284
jor,mf,2002,2.5999999046325684
jor,m,2002,2.5999999046325684
jor,f,2002,3.0999999046325684
jor,mf,2003,1.7999999523162842
jor,m,2003,1.7000000476837158
jor,f,2003,2.0999999046325684
jor,mf,2004,9.5
jor,m,2004,10.899999618530273
jor,f,2004,2.0
jor,mf,2005,3.0
jor,m,2005,3.0999999046325684
jor,f,2005,1.7000000476837158
jor,mf,2006,2.799999952316284
jor,m,2006,3.0999999046325684
jor,f,2006,1.399999976158142
jor,mf,2007,0.8999999761581421
jor,m,2007,0.800000011920929
jor,f,2007,1.5
jor,mf,2008,2.0999999046325684
jor,m,2008,2.4000000953674316
jor,f,2008,0.6000000238418579
jor,mf,2009,9.600000381469727
jor,m,2009,10.899999618530273
jor,f,2009,2.9000000953674316
jor,mf,2010,9.600000381469727
jor,m,2010,10.899999618530273
jor,f,2010,2.799999952316284
jor,mf,2011,9.399999618530273
jor,m,2011,10.600000381469727
jor,f,2011,2.799999952316284
jor,mf,2012,9.699999809265137
jor,m,2012,11.100000381469727
jor,f,2012,2.299999952316284
kaz,mf,2001,40.0
kaz,m,2001,35.900001525878906
kaz,f,2001,44.400001525878906
kaz,mf,2002,38.099998474121094
kaz,m,2002,33.79999923706055
kaz,f,2002,42.70000076293945
kaz,mf,2003,37.5
kaz,m,2003,34.0
kaz,f,2003,41.20000076293945
kaz,mf,2004,35.79999923706055
kaz,m,2004,33.29999923706055
kaz,f,2004,38.5
kaz,mf,2005,34.400001525878906
kaz,m,2005,31.600000381469727
kaz,f,2005,37.29999923706055
kaz,mf,2006,33.599998474121094
kaz,m,2006,31.799999237060547
kaz,f,2006,35.5
kaz,mf,2007,32.79999923706055
