country,sex,year,own_account_workers_b
kwt,mf,2005,2.0999999046325684
kwt,m,2005,2.700000047683716
kwt,f,2005,0.30000001192092896
kwt,mf,2011,1.7999999523162842
kwt,m,2011,2.299999952316284
kwt,f,2011,0.800000011920929
kgz,mf,2002,40.900001525878906
kgz,m,2002,45.599998474121094
kgz,f,2002,34.79999923706055
kgz,mf,2003,37.900001525878906
kgz,m,2003,40.900001525878906
kgz,f,2003,34.099998474121094
kgz,mf,2004,35.0
kgz,m,2004,40.099998474121094
kgz,f,2004,28.299999237060547
kgz,mf,2005,33.70000076293945
kgz,m,2005,38.599998474121094
kgz,f,2005,27.100000381469727
kgz,mf,2006,34.099998474121094
kgz,m,2006,38.599998474121094
kgz,f,2006,27.799999237060547
kgz,mf,2009,28.100000381469727
kgz,m,2009,34.29999923706055
kgz,f,2009,19.399999618530273
kgz,mf,2010,26.5
kgz,m,2010,32.099998474121094
kgz,f,2010,18.399999618530273
kgz,mf,2011,26.200000762939453
kgz,m,2011,31.799999237060547
kgz,f,2011,18.299999237060547
kgz,mf,2012,26.0
kgz,m,2012,32.099998474121094
kgz,f,2012,17.200000762939453
kgz,mf,2013,28.899999618530273
kgz,m,2013,36.900001525878906
kgz,f,2013,16.899999618530273
lao,mf,1995,56.599998474121094
lao,m,1995,56.29999923706055
lao,f,1995,57.0
lao,mf,2005,42.0
lao,m,2005,57.400001525878906
lao,f,2005,26.700000762939453
lao,mf,2010,49.099998474121094
lao,m,2010,54.400001525878906
lao,f,2010,43.70000076293945
lva,mf,1996,7.099999904632568
lva,m,1996,8.399999618530273
lva,f,1996,5.699999809265137
lva,mf,1997,9.899999618530273
lva,m,1997,10.699999809265137
lva,f,1997,9.0
lva,mf,1998,8.699999809265137
lva,m,1998,9.5
lva,f,1998,7.900000095367432
lva,mf,1999,7.400000095367432
lva,m,1999,8.0
lva,f,1999,6.599999904632568
lva,mf,2000,6.599999904632568
lva,m,2000,7.0
lva,f,2000,6.300000190734863
lva,mf,2001,5.900000095367432
lva,m,2001,6.199999809265137
lva,f,2001,5.5
lva,mf,2002,6.400000095367432
lva,m,2002,7.400000095367432
lva,f,2002,5.199999809265137
lva,mf,2003,6.300000190734863
lva,m,2003,7.599999904632568
lva,f,2003,5.0
lva,mf,2004,6.5
lva,m,2004,7.300000190734863
lva,f,2004,5.599999904632568
lva,mf,2005,5.900000095367432
lva,m,2005,6.5
lva,f,2005,5.300000190734863
lva,mf,2006,6.800000190734863
lva,m,2006,7.5
lva,f,2006,5.900000095367432
lva,mf,2007,6.0
lva,m,2007,6.900000095367432
lva,f,2007,5.099999904632568
lva,mf,2008,5.400000095367432
lva,m,2008,6.400000095367432
lva,f,2008,4.400000095367432
lva,mf,2009,6.199999809265137
lva,m,2009,7.0
lva,f,2009,5.5
lva,mf,2010,6.099999904632568
lva,m,2010,7.0
lva,f,2010,5.300000190734863
lva,mf,2011,6.599999904632568
lva,m,2011,7.599999904632568
lva,f,2011,5.599999904632568
lva,mf,2012,6.599999904632568
lva,m,2012,7.5
lva,f,2012,5.699999809265137
lva,mf,2013,6.5
lva,m,2013,7.199999809265137
lva,f,2013,5.800000190734863
lva,mf,2014,6.800000190734863
lva,m,2014,7.699999809265137
lva,f,2014,5.900000095367432
lbn,mf,2004,28.5
lbn,m,2004,34.099998474121094
lbn,f,2004,10.199999809265137
lbn,mf,2007,23.299999237060547
lbn,m,2007,27.700000762939453
lbn,f,2007,10.0
lso,mf,1999,68.80000305175781
lso,m,1999,73.0
lso,f,1999,63.400001525878906
lso,mf,2008,13.399999618530273
lso,m,2008,10.800000190734863
lso,f,2008,16.700000762939453
lbr,mf,2007,32.70000076293945
lbr,m,2007,31.899999618530273
lbr,f,2007,33.5
lbr,mf,2010,62.5
lbr,m,2010,56.099998474121094
lbr,f,2010,68.9000015258789
ltu,mf,1998,12.300000190734863
ltu,m,1998,14.100000381469727
ltu,f,1998,10.399999618530273
ltu,mf,1999,14.300000190734863
ltu,m,1999,17.100000381469727
ltu,f,1999,11.5
ltu,mf,2000,14.899999618530273
ltu,m,2000,17.899999618530273
ltu,f,2000,12.100000381469727
ltu,mf,2001,14.300000190734863
ltu,m,2001,17.799999237060547
ltu,f,2001,10.899999618530273
ltu,mf,2002,15.0
ltu,m,2002,17.899999618530273
ltu,f,2002,12.0
ltu,mf,2003,14.800000190734863
ltu,m,2003,17.600000381469727
ltu,f,2003,12.0
ltu,mf,2004,13.899999618530273
ltu,m,2004,17.299999237060547
ltu,f,2004,10.300000190734863
ltu,mf,2005,12.199999809265137
ltu,m,2005,14.600000381469727
ltu,f,2005,9.699999809265137
ltu,mf,2006,12.0
ltu,m,2006,14.399999618530273
ltu,f,2006,9.5
ltu,mf,2007,10.600000381469727
ltu,m,2007,13.199999809265137
ltu,f,2007,7.900000095367432
ltu,mf,2008,8.100000381469727
ltu,m,2008,10.100000381469727
ltu,f,2008,6.0
ltu,mf,2009,7.900000095367432
ltu,m,2009,9.899999618530273
ltu,f,2009,6.199999809265137
ltu,mf,2010,7.0
ltu,m,2010,8.199999809265137
ltu,f,2010,5.900000095367432
ltu,mf,2011,6.800000190734863
ltu,m,2011,7.800000190734863
ltu,f,2011,5.900000095367432
ltu,mf,2012,7.5
ltu,m,2012,9.0
ltu,f,2012,6.199999809265137
ltu,mf,2013,8.399999618530273
ltu,m,2013,9.899999618530273
ltu,f,2013,7.0
ltu,mf,2014,8.600000381469727
ltu,m,2014,9.600000381469727
ltu,f,2014,7.599999904632568
lux,mf,1980,13.5
lux,mf,1981,12.699999809265137
lux,mf,1982,12.399999618530273
lux,mf,1983,6.199999809265137
lux,m,1983,6.900000095367432
lux,f,1983,4.900000095367432
lux,mf,1984,6.5
lux,m,1984,6.800000190734863
lux,f,1984,5.699999809265137
lux,mf,1985,6.0
lux,m,1985,6.599999904632568
lux,f,1985,4.800000190734863
lux,mf,1986,5.900000095367432
lux,m,1986,6.199999809265137
lux,f,1986,5.300000190734863
lux,mf,1987,5.800000190734863
lux,m,1987,6.0
lux,f,1987,5.400000095367432
lux,mf,1988,6.0
lux,m,1988,6.699999809265137
lux,f,1988,4.599999904632568
lux,mf,1989,6.5
lux,m,1989,7.300000190734863
lux,f,1989,5.0
lux,mf,1990,6.5
lux,m,1990,7.300000190734863
lux,f,1990,5.0
lux,mf,1991,5.599999904632568
lux,m,1991,6.0
lux,f,1991,4.900000095367432
lux,mf,1992,5.400000095367432
lux,m,1992,5.5
lux,f,1992,5.199999809265137
lux,mf,1993,5.199999809265137
lux,m,1993,5.699999809265137
lux,f,1993,4.300000190734863
lux,mf,1994,5.599999904632568
lux,m,1994,5.5
lux,f,1994,5.699999809265137
lux,mf,1995,3.700000047683716
lux,m,1995,3.9000000953674316
lux,f,1995,3.200000047683716
lux,mf,1996,2.5999999046325684
lux,m,1996,2.799999952316284
lux,f,1996,2.299999952316284
lux,mf,1997,2.9000000953674316
lux,m,1997,2.799999952316284
lux,f,1997,3.0999999046325684
lux,mf,1998,3.5
lux,m,1998,3.799999952316284
lux,f,1998,3.0
lux,mf,1999,3.0
lux,m,1999,3.0
lux,f,1999,2.9000000953674316
lux,mf,2000,2.799999952316284
lux,m,2000,3.200000047683716
lux,f,2000,2.200000047683716
lux,mf,2001,2.299999952316284
lux,m,2001,2.200000047683716
lux,f,2001,2.4000000953674316
lux,mf,2002,2.200000047683716
lux,m,2002,2.5999999046325684
lux,f,2002,1.600000023841858
lux,mf,2003,6.199999809265137
lux,m,2003,6.400000095367432
lux,f,2003,5.900000095367432
lux,mf,2004,5.0
lux,m,2004,5.599999904632568
lux,f,2004,4.300000190734863
lux,mf,2005,4.900000095367432
lux,m,2005,5.0
lux,f,2005,4.800000190734863
lux,mf,2006,5.0
lux,m,2006,5.300000190734863
lux,f,2006,4.599999904632568
lux,mf,2007,4.099999904632568
lux,m,2007,4.199999809265137
lux,f,2007,3.9000000953674316
lux,mf,2008,3.9000000953674316
lux,m,2008,3.299999952316284
lux,f,2008,4.599999904632568
lux,mf,2009,5.199999809265137
lux,m,2009,5.800000190734863
lux,f,2009,4.400000095367432
lux,mf,2010,4.5
lux,m,2010,4.699999809265137
lux,f,2010,4.300000190734863
lux,mf,2011,5.5
lux,m,2011,5.699999809265137
lux,f,2011,5.199999809265137
lux,mf,2012,5.199999809265137
lux,m,2012,5.0
lux,f,2012,5.599999904632568
lux,mf,2013,5.800000190734863
lux,m,2013,5.900000095367432
lux,f,2013,5.5
lux,mf,2014,5.800000190734863
lux,m,2014,6.099999904632568
lux,f,2014,5.599999904632568
mac,mf,1996,6.099999904632568
mac,m,1996,8.100000381469727
mac,f,1996,3.700000047683716
mac,mf,1997,4.900000095367432
mac,m,1997,6.800000190734863
mac,f,1997,2.5
mac,mf,1998,4.699999809265137
mac,m,1998,6.900000095367432
mac,f,1998,2.0
mac,mf,1999,5.699999809265137
mac,m,1999,8.300000190734863
mac,f,1999,2.700000047683716
mac,mf,2000,6.900000095367432
mac,m,2000,9.300000190734863
mac,f,2000,4.199999809265137
mac,mf,2001,6.400000095367432
mac,m,2001,8.899999618530273
mac,f,2001,3.5999999046325684
mac,mf,2002,5.599999904632568
mac,m,2002,8.300000190734863
mac,f,2002,2.700000047683716
mac,mf,2003,5.900000095367432
mac,m,2003,8.5
mac,f,2003,3.0999999046325684
mac,mf,2004,6.300000190734863
mac,m,2004,9.300000190734863
mac,f,2004,2.9000000953674316
mac,mf,2005,5.199999809265137
mac,m,2005,7.599999904632568
mac,f,2005,2.700000047683716
mac,mf,2006,4.599999904632568
mac,m,2006,6.099999904632568
mac,f,2006,2.799999952316284
mac,mf,2007,4.5
mac,m,2007,6.199999809265137
mac,f,2007,2.5
mac,mf,2008,3.9000000953674316
mac,m,2008,5.599999904632568
mac,f,2008,2.0
mac,mf,2009,4.099999904632568
mac,m,2009,6.0
mac,f,2009,2.0999999046325684
mac,mf,2010,4.099999904632568
mac,m,2010,6.199999809265137
mac,f,2010,2.0999999046325684
mac,mf,2011,4.0
mac,m,2011,5.699999809265137
mac,f,2011,2.200000047683716
mac,mf,2012,3.700000047683716
mac,mf,2013,3.299999952316284
mac,m,2013,4.800000190734863
mac,f,2013,1.7000000476837158
mkd,mf,1996,11.199999809265137
mkd,m,1996,14.300000190734863
mkd,f,1996,6.0
mkd,mf,1997,4.0
mkd,m,1997,4.900000095367432
mkd,f,1997,2.5
mkd,mf,1998,10.699999809265137
mkd,m,1998,13.699999809265137
mkd,f,1998,5.599999904632568
mkd,mf,1999,7.300000190734863
mkd,m,1999,9.899999618530273
mkd,f,1999,3.0999999046325684
mkd,mf,2000,10.5
mkd,m,2000,13.300000190734863
mkd,f,2000,5.900000095367432
mkd,mf,2001,9.199999809265137
mkd,m,2001,12.199999809265137
mkd,f,2001,4.800000190734863
mkd,mf,2002,10.300000190734863
mkd,m,2002,13.5
mkd,f,2002,5.300000190734863
mkd,mf,2003,8.199999809265137
mkd,m,2003,11.199999809265137
mkd,f,2003,3.799999952316284
mkd,mf,2004,10.199999809265137
mkd,m,2004,14.0
mkd,f,2004,4.099999904632568
mkd,mf,2005,12.0
mkd,m,2005,16.799999237060547
mkd,f,2005,4.599999904632568
mkd,mf,2006,12.399999618530273
mkd,m,2006,16.799999237060547
mkd,f,2006,5.400000095367432
mkd,mf,2007,12.100000381469727
mkd,m,2007,16.700000762939453
mkd,f,2007,4.800000190734863
mkd,mf,2008,12.899999618530273
mkd,m,2008,17.600000381469727
mkd,f,2008,5.5
mkd,mf,2009,12.699999809265137
mkd,m,2009,17.700000762939453
mkd,f,2009,4.599999904632568
mkd,mf,2010,13.100000381469727
mkd,m,2010,18.200000762939453
mkd,f,2010,4.900000095367432
mkd,mf,2011,13.0
mkd,m,2011,17.600000381469727
mkd,f,2011,5.900000095367432
mkd,mf,2012,13.600000381469727
mkd,m,2012,18.200000762939453
mkd,f,2012,6.5
mkd,mf,2013,14.5
mkd,m,2013,19.200000762939453
mkd,f,2013,7.400000095367432
mkd,mf,2014,14.0
mkd,m,2014,19.399999618530273
mkd,f,2014,5.599999904632568
mdg,mf,1993,53.099998474121094
mdg,m,1993,58.599998474121094
mdg,f,1993,44.900001525878906
mdg,mf,2003,41.599998474121094
mdg,m,2003,49.20000076293945
mdg,f,2003,33.70000076293945
mdg,mf,2005,34.099998474121094
mdg,m,2005,51.79999923706055
mdg,f,2005,16.100000381469727
mdg,mf,2010,41.599998474121094
mdg,m,2010,54.099998474121094
mdg,f,2010,28.600000381469727
mdg,mf,2012,41.5
mdg,m,2012,52.29999923706055
mdg,f,2012,29.799999237060547
mwi,mf,1987,83.5
mwi,m,1987,70.69999694824219
mwi,f,1987,95.69999694824219
mys,mf,1991,24.600000381469727
mys,m,1991,28.299999237060547
mys,f,1991,16.700000762939453
mys,mf,1995,18.299999237060547
mys,m,1995,20.899999618530273
mys,f,1995,13.199999809265137
mys,mf,1996,18.0
mys,m,1996,20.399999618530273
mys,f,1996,13.5
mys,mf,1997,16.899999618530273
mys,m,1997,19.0
mys,f,1997,12.899999618530273
mys,mf,1998,17.700000762939453
mys,m,1998,20.5
mys,f,1998,12.199999809265137
mys,mf,1999,16.799999237060547
mys,m,1999,19.399999618530273
mys,f,1999,11.899999618530273
mys,mf,2000,17.100000381469727
mys,m,2000,20.100000381469727
mys,f,2000,11.600000381469727
mys,mf,2001,16.200000762939453
mys,m,2001,18.600000381469727
mys,f,2001,11.800000190734863
mys,mf,2002,15.5
mys,m,2002,17.399999618530273
mys,f,2002,12.100000381469727
mys,mf,2003,15.600000381469727
mys,m,2003,17.700000762939453
mys,f,2003,11.699999809265137
mys,mf,2004,16.799999237060547
mys,m,2004,19.299999237060547
mys,f,2004,12.300000190734863
mys,mf,2005,16.600000381469727
mys,m,2005,19.399999618530273
mys,f,2005,11.600000381469727
mys,mf,2006,16.899999618530273
mys,m,2006,19.899999618530273
mys,f,2006,11.300000190734863
mys,mf,2007,17.399999618530273
mys,m,2007,20.100000381469727
mys,f,2007,12.5
mys,mf,2008,17.399999618530273
mys,m,2008,20.5
mys,f,2008,11.699999809265137
mys,mf,2009,17.100000381469727
mys,m,2009,19.799999237060547
mys,f,2009,12.199999809265137
mys,mf,2010,17.200000762939453
mys,m,2010,20.100000381469727
mys,f,2010,12.100000381469727
mys,mf,2011,15.600000381469727
mys,m,2011,18.100000381469727
mys,f,2011,11.199999809265137
mys,mf,2012,16.600000381469727
mys,m,2012,18.700000762939453
mys,f,2012,12.899999618530273
mys,mf,2013,17.399999618530273
mys,m,2013,18.799999237060547
mys,f,2013,15.300000190734863
mys,mf,2014,16.5
mys,m,2014,17.299999237060547
mys,f,2014,15.300000190734863
mdv,mf,1990,41.79999923706055
mdv,m,1990,39.70000076293945
mdv,f,1990,49.900001525878906
mdv,mf,1995,47.599998474121094
mdv,m,1995,51.79999923706055
mdv,f,1995,36.29999923706055
mdv,mf,2000,48.29999923706055
mdv,m,2000,54.900001525878906
mdv,f,2000,35.099998474121094
mdv,mf,2006,16.200000762939453
mdv,m,2006,11.600000381469727
mdv,f,2006,24.100000381469727
mdv,mf,2010,17.200000762939453
mdv,m,2010,12.0
mdv,f,2010,25.799999237060547
mli,mf,2004,71.4000015258789
mli,m,2004,66.4000015258789
mli,f,2004,78.4000015258789
mli,mf,2006,48.79999923706055
mli,m,2006,51.099998474121094
mli,f,2006,46.099998474121094
mli,mf,2007,56.5
mli,m,2007,58.0
mli,f,2007,55.0
mlt,mf,2000,8.100000381469727
mlt,m,2000,10.0
mlt,f,2000,3.799999952316284
mlt,mf,2001,8.399999618530273
mlt,m,2001,10.100000381469727
mlt,f,2001,4.199999809265137
mlt,mf,2002,10.300000190734863
mlt,m,2002,13.300000190734863
mlt,f,2002,3.5999999046325684
mlt,mf,2003,9.300000190734863
mlt,m,2003,10.699999809265137
mlt,f,2003,6.0
mlt,mf,2004,9.699999809265137
mlt,m,2004,12.100000381469727
mlt,f,2004,3.799999952316284
mlt,mf,2005,9.300000190734863
mlt,m,2005,11.399999618530273
mlt,f,2005,4.5
mlt,mf,2006,9.399999618530273
mlt,m,2006,11.699999809265137
mlt,f,2006,4.300000190734863
mlt,mf,2007,9.300000190734863
mlt,m,2007,11.100000381469727
mlt,f,2007,5.5
mlt,mf,2008,9.300000190734863
mlt,m,2008,11.5
mlt,f,2008,4.900000095367432
mlt,mf,2009,9.5
mlt,m,2009,11.699999809265137
mlt,f,2009,5.199999809265137
mlt,mf,2010,9.899999618530273
mlt,m,2010,12.600000381469727
mlt,f,2010,4.800000190734863
mlt,mf,2011,9.199999809265137
mlt,m,2011,12.0
mlt,f,2011,4.099999904632568
mlt,mf,2012,9.100000381469727
mlt,m,2012,11.699999809265137
mlt,f,2012,4.5
mlt,mf,2013,9.399999618530273
mlt,m,2013,12.199999809265137
mlt,f,2013,4.800000190734863
mlt,mf,2014,9.399999618530273
mlt,m,2014,12.0
mlt,f,2014,5.300000190734863
mhl,mf,1999,25.700000762939453
mhl,m,1999,24.299999237060547
mhl,f,1999,29.0
mtq,mf,2001,14.0
mtq,mf,2002,12.399999618530273
mtq,mf,2003,13.300000190734863
mtq,mf,2004,13.5
mtq,mf,2005,13.100000381469727
mtq,mf,2006,12.300000190734863
mtq,mf,2007,12.399999618530273
mtq,mf,2008,12.5
mtq,mf,2009,13.800000190734863
mtq,mf,2010,14.399999618530273
mtq,mf,2011,14.600000381469727
mtq,mf,2012,14.899999618530273
mus,mf,1990,9.5
mus,m,1990,11.800000190734863
mus,f,1990,4.300000190734863
mus,mf,1995,16.700000762939453
mus,m,1995,19.600000381469727
mus,f,1995,10.399999618530273
mus,mf,2000,12.0
mus,m,2000,15.300000190734863
mus,f,2000,5.5
mus,mf,2004,14.600000381469727
mus,m,2004,17.200000762939453
mus,f,2004,9.399999618530273
mus,mf,2005,14.600000381469727
mus,m,2005,16.799999237060547
mus,f,2005,10.0
mus,mf,2006,14.100000381469727
mus,m,2006,16.399999618530273
mus,f,2006,9.600000381469727
mus,mf,2007,14.699999809265137
mus,m,2007,17.0
mus,f,2007,10.100000381469727
mus,mf,2008,14.199999809265137
mus,m,2008,16.200000762939453
mus,f,2008,10.399999618530273
mus,mf,2009,13.800000190734863
mus,m,2009,16.100000381469727
mus,f,2009,9.399999618530273
mus,mf,2010,13.600000381469727
mus,m,2010,15.800000190734863
mus,f,2010,9.5
mus,mf,2011,13.199999809265137
mus,m,2011,15.600000381469727
mus,f,2011,8.899999618530273
mus,mf,2012,14.899999618530273
mus,m,2012,17.100000381469727
mus,f,2012,10.899999618530273
mex,mf,1980,21.700000762939453
mex,mf,1990,25.600000381469727
mex,m,1990,29.0
mex,f,1990,14.899999618530273
mex,mf,1991,32.900001525878906
mex,m,1991,37.70000076293945
mex,f,1991,21.799999237060547
mex,mf,1992,32.400001525878906
mex,m,1992,36.599998474121094
mex,f,1992,23.100000381469727
mex,mf,1993,32.0
mex,m,1993,35.5
mex,f,1993,24.5
mex,mf,1994,31.700000762939453
mex,m,1994,34.400001525878906
mex,f,1994,25.899999618530273
mex,mf,1995,30.200000762939453
mex,m,1995,33.099998474121094
mex,f,1995,24.200000762939453
mex,mf,1996,29.399999618530273
mex,m,1996,32.400001525878906
mex,f,1996,23.200000762939453
mex,mf,1997,29.700000762939453
mex,m,1997,32.70000076293945
mex,f,1997,23.700000762939453
mex,mf,1998,29.0
mex,m,1998,31.600000381469727
mex,f,1998,23.799999237060547
mex,mf,1999,28.899999618530273
mex,m,1999,31.399999618530273
mex,f,1999,23.899999618530273
mex,mf,2000,28.100000381469727
mex,m,2000,30.799999237060547
mex,f,2000,23.0
mex,mf,2001,28.799999237060547
mex,m,2001,31.299999237060547
mex,f,2001,24.0
mex,mf,2002,28.899999618530273
mex,m,2002,31.200000762939453
mex,f,2002,24.5
mex,mf,2003,29.200000762939453
mex,m,2003,31.100000381469727
mex,f,2003,25.600000381469727
mex,mf,2004,29.100000381469727
mex,m,2004,31.0
mex,f,2004,25.799999237060547
mex,mf,2005,28.399999618530273
mex,m,2005,30.600000381469727
mex,f,2005,24.700000762939453
mex,mf,2006,27.799999237060547
mex,m,2006,29.799999237060547
mex,f,2006,24.5
mex,mf,2007,27.899999618530273
mex,m,2007,29.600000381469727
mex,f,2007,24.899999618530273
mex,mf,2008,27.600000381469727
mex,m,2008,29.100000381469727
mex,f,2008,25.299999237060547
mex,mf,2009,27.600000381469727
mex,m,2009,28.899999618530273
mex,f,2009,25.5
mex,mf,2010,28.100000381469727
mex,m,2010,29.299999237060547
mex,f,2010,26.100000381469727
mex,mf,2011,27.600000381469727
mex,m,2011,28.799999237060547
mex,f,2011,25.600000381469727
mex,mf,2012,27.5
mex,m,2012,28.399999618530273
mex,f,2012,26.100000381469727
mex,mf,2013,27.299999237060547
mex,m,2013,28.200000762939453
mex,f,2013,25.799999237060547
mda,mf,1999,25.100000381469727
mda,m,1999,24.899999618530273
mda,f,1999,25.299999237060547
mda,mf,2000,29.299999237060547
mda,m,2000,29.600000381469727
mda,f,2000,29.0
mda,mf,2001,31.100000381469727
mda,m,2001,32.70000076293945
mda,f,2001,29.600000381469727
mda,mf,2002,32.29999923706055
mda,m,2002,34.5
mda,f,2002,30.299999237060547
mda,mf,2003,33.0
mda,m,2003,34.900001525878906
mda,f,2003,31.100000381469727
mda,mf,2004,34.400001525878906
mda,m,2004,35.400001525878906
mda,f,2004,33.5
mda,mf,2005,35.20000076293945
mda,m,2005,36.29999923706055
mda,f,2005,34.20000076293945
mda,mf,2006,29.0
mda,m,2006,31.700000762939453
mda,f,2006,26.399999618530273
mda,mf,2007,30.100000381469727
mda,m,2007,33.900001525878906
mda,f,2007,26.299999237060547
mda,mf,2008,28.700000762939453
mda,m,2008,32.400001525878906
mda,f,2008,24.899999618530273
mda,mf,2009,25.899999618530273
mda,m,2009,30.399999618530273
mda,f,2009,21.399999618530273
mda,mf,2010,26.0
mda,m,2010,31.0
mda,f,2010,21.0
mda,mf,2011,25.600000381469727
mda,m,2011,31.0
mda,f,2011,20.100000381469727
mda,mf,2012,26.299999237060547
mda,m,2012,31.399999618530273
mda,f,2012,21.100000381469727
mda,mf,2013,28.299999237060547
mda,m,2013,33.099998474121094
mda,f,2013,23.5
mda,mf,2014,29.600000381469727
mda,m,2014,35.400001525878906
mda,f,2014,23.700000762939453
mng,mf,2000,31.200000762939453
mng,m,2000,43.900001525878906
mng,f,2000,16.299999237060547
mng,mf,2003,35.20000076293945
mng,m,2003,43.70000076293945
mng,f,2003,25.899999618530273
mng,mf,2007,34.099998474121094
mng,m,2007,45.0
mng,f,2007,22.5
mng,mf,2008,29.0
mng,m,2008,39.79999923706055
mng,f,2008,17.399999618530273
mng,mf,2009,35.400001525878906
mng,m,2009,50.099998474121094
mng,f,2009,19.299999237060547
mng,mf,2010,23.600000381469727
mng,m,2010,27.899999618530273
mng,f,2010,18.700000762939453
mng,mf,2011,22.399999618530273
mng,m,2011,26.200000762939453
mng,f,2011,18.200000762939453
mng,mf,2012,47.099998474121094
mng,m,2012,50.29999923706055
mng,f,2012,43.599998474121094
mne,mf,2005,17.299999237060547
mne,m,2005,21.100000381469727
mne,f,2005,11.899999618530273
mne,mf,2007,19.100000381469727
mne,m,2007,22.600000381469727
mne,f,2007,14.399999618530273
mne,mf,2008,17.5
mne,m,2008,22.0
mne,f,2008,11.600000381469727
mne,mf,2009,16.299999237060547
mne,m,2009,21.299999237060547
mne,f,2009,9.600000381469727
mne,mf,2010,15.300000190734863
mne,m,2010,20.200000762939453
mne,f,2010,8.899999618530273
mne,mf,2011,15.5
mne,m,2011,19.399999618530273
mne,f,2011,10.399999618530273
mne,mf,2012,15.800000190734863
mne,m,2012,20.200000762939453
mne,f,2012,10.100000381469727
msr,mf,1991,11.699999809265137
msr,m,1991,13.699999809265137
msr,f,1991,8.899999618530273
mar,mf,1994,28.299999237060547
mar,m,1994,31.399999618530273
mar,f,1994,15.399999618530273
mar,mf,1998,27.600000381469727
mar,m,1998,33.20000076293945
mar,f,1998,16.100000381469727
mar,mf,1999,24.399999618530273
mar,m,1999,28.600000381469727
mar,f,1999,14.399999618530273
mar,mf,2002,26.100000381469727
mar,m,2002,30.799999237060547
mar,f,2002,12.100000381469727
mar,mf,2003,26.100000381469727
mar,m,2003,31.200000762939453
mar,f,2003,12.100000381469727
mar,mf,2004,26.100000381469727
mar,m,2004,31.600000381469727
mar,f,2004,11.300000190734863
mar,mf,2005,26.100000381469727
mar,m,2005,31.5
mar,f,2005,11.199999809265137
mar,mf,2006,24.5
mar,m,2006,29.899999618530273
mar,f,2006,9.800000190734863
mar,mf,2007,24.899999618530273
mar,m,2007,29.5
mar,f,2007,12.699999809265137
mar,mf,2008,12.699999809265137
mar,m,2008,12.699999809265137
mar,f,2008,12.699999809265137
mar,mf,2009,27.600000381469727
mar,mf,2010,27.700000762939453
mar,mf,2011,28.799999237060547
mar,mf,2012,29.200000762939453
moz,mf,2003,51.099998474121094
moz,m,2003,65.4000015258789
moz,f,2003,39.099998474121094
nam,mf,1994,19.799999237060547
nam,m,1994,17.200000762939453
nam,f,1994,22.700000762939453
nam,mf,1997,17.899999618530273
nam,m,1997,12.899999618530273
nam,f,1997,23.899999618530273
nam,mf,2000,24.299999237060547
nam,m,2000,17.299999237060547
nam,f,2000,32.099998474121094
nam,mf,2001,10.199999809265137
nam,m,2001,8.300000190734863
nam,f,2001,12.699999809265137
nam,mf,2004,16.700000762939453
nam,m,2004,13.699999809265137
nam,f,2004,20.5
nam,mf,2008,12.399999618530273
nam,m,2008,10.199999809265137
nam,f,2008,15.300000190734863
nam,mf,2010,32.599998474121094
nam,m,2010,26.200000762939453
nam,f,2010,39.599998474121094
nam,mf,2011,24.5
nam,m,2011,19.100000381469727
nam,f,2011,31.100000381469727
nam,mf,2012,26.700000762939453
nam,m,2012,20.5
nam,f,2012,33.599998474121094
nam,mf,2013,3.200000047683716
nam,m,2013,4.099999904632568
nam,f,2013,2.299999952316284
npl,mf,2001,62.70000076293945
npl,m,2001,56.70000076293945
npl,f,2001,70.5999984741211
nld,mf,1980,12.199999809265137
nld,mf,1981,12.600000381469727
nld,mf,1982,12.399999618530273
nld,mf,1983,9.5
nld,m,1983,11.800000190734863
nld,f,1983,4.800000190734863
nld,mf,1984,11.899999618530273
nld,mf,1985,5.099999904632568
nld,m,1985,6.199999809265137
nld,f,1985,3.0
nld,mf,1986,11.300000190734863
nld,mf,1987,6.699999809265137
nld,m,1987,6.599999904632568
nld,f,1987,6.699999809265137
nld,mf,1988,6.5
nld,m,1988,6.900000095367432
nld,f,1988,5.900000095367432
nld,mf,1989,6.599999904632568
nld,m,1989,6.900000095367432
nld,f,1989,6.099999904632568
nld,mf,1990,6.800000190734863
nld,m,1990,6.800000190734863
nld,f,1990,6.699999809265137
nld,mf,1991,6.5
nld,m,1991,6.699999809265137
nld,f,1991,6.199999809265137
nld,mf,1992,6.699999809265137
nld,m,1992,7.199999809265137
nld,f,1992,6.099999904632568
nld,mf,1993,6.900000095367432
nld,m,1993,7.5
nld,f,1993,5.900000095367432
nld,mf,1994,7.099999904632568
nld,m,1994,7.300000190734863
nld,f,1994,6.699999809265137
nld,mf,1995,7.400000095367432
nld,m,1995,7.699999809265137
nld,f,1995,7.0
nld,mf,1996,7.300000190734863
nld,m,1996,8.0
nld,f,1996,6.300000190734863
nld,mf,1997,7.400000095367432
nld,m,1997,8.100000381469727
nld,f,1997,6.300000190734863
nld,mf,1998,6.800000190734863
nld,m,1998,7.400000095367432
nld,f,1998,5.900000095367432
nld,mf,1999,6.800000190734863
nld,m,1999,7.400000095367432
nld,f,1999,5.900000095367432
nld,mf,2000,7.099999904632568
nld,m,2000,7.900000095367432
nld,f,2000,6.099999904632568
nld,mf,2001,7.5
nld,m,2001,8.100000381469727
nld,f,2001,6.599999904632568
nld,mf,2002,7.599999904632568
