country,sex,year,not_classified_percentage
esp,m,2003,0.10000000149011612
esp,f,2003,0.10000000149011612
esp,mf,2004,0.10000000149011612
esp,m,2004,0.10000000149011612
esp,f,2004,0.10000000149011612
esp,mf,2005,0.10000000149011612
esp,m,2005,0.10000000149011612
esp,f,2005,0.10000000149011612
esp,mf,2006,0.10000000149011612
esp,m,2006,0.10000000149011612
esp,f,2006,0.10000000149011612
esp,mf,2007,0.0
esp,m,2007,0.10000000149011612
esp,f,2007,0.0
esp,mf,2008,0.10000000149011612
esp,m,2008,0.10000000149011612
esp,f,2008,0.0
esp,mf,2009,0.10000000149011612
esp,m,2009,0.10000000149011612
esp,f,2009,0.0
esp,mf,2010,0.0
esp,m,2010,0.10000000149011612
esp,f,2010,0.0
esp,mf,2011,0.0
esp,m,2011,0.0
esp,f,2011,0.0
esp,mf,2012,0.0
esp,m,2012,0.0
esp,f,2012,0.10000000149011612
esp,mf,2013,0.10000000149011612
esp,m,2013,0.0
esp,f,2013,0.10000000149011612
esp,mf,2014,0.0
esp,m,2014,0.0
esp,f,2014,0.0
sur,mf,1993,1.2999999523162842
sur,mf,1994,3.5999999046325684
sur,mf,1995,3.5
sur,m,1995,3.799999952316284
sur,f,1995,2.799999952316284
sur,mf,1996,2.0
sur,m,1996,2.0
sur,f,1996,2.0999999046325684
sur,mf,1997,4.0
sur,m,1997,3.9000000953674316
sur,f,1997,4.199999809265137
sur,mf,1998,1.7999999523162842
sur,m,1998,1.600000023841858
sur,f,1998,2.0999999046325684
sur,mf,2013,0.10000000149011612
sur,m,2013,0.10000000149011612
sur,f,2013,0.20000000298023224
swz,mf,1997,1.399999976158142
swz,m,1997,1.2000000476837158
swz,f,1997,1.7000000476837158
swe,mf,1999,0.0
swe,m,1999,0.0
swe,f,1999,0.0
swe,mf,2000,0.0
swe,m,2000,0.0
swe,f,2000,0.0
swe,mf,2002,0.0
swe,m,2002,0.0
swe,f,2002,0.0
swe,mf,2003,0.0
swe,m,2003,0.0
swe,f,2003,0.0
swe,mf,2004,0.0
swe,m,2004,0.0
swe,f,2004,0.0
swe,mf,2005,0.0
swe,m,2005,0.0
swe,f,2005,0.0
swe,mf,2006,0.0
swe,m,2006,0.0
swe,f,2006,0.0
swe,mf,2007,0.0
swe,m,2007,0.0
swe,f,2007,0.0
swe,mf,2008,0.0
swe,m,2008,0.0
swe,f,2008,0.0
swe,mf,2009,0.0
swe,m,2009,0.0
swe,f,2009,0.0
swe,mf,2010,0.0
swe,m,2010,0.0
swe,f,2010,0.0
swe,mf,2011,0.0
swe,m,2011,0.0
swe,f,2011,0.0
swe,mf,2012,0.0
swe,m,2012,0.0
swe,f,2012,0.0
swe,mf,2013,0.0
swe,m,2013,0.0
swe,f,2013,0.0
swe,mf,2014,0.0
swe,m,2014,0.0
swe,f,2014,0.0
syr,mf,2006,0.30000001192092896
syr,m,2006,0.4000000059604645
syr,f,2006,0.30000001192092896
syr,mf,2007,0.20000000298023224
syr,m,2007,0.20000000298023224
syr,f,2007,0.20000000298023224
syr,mf,2008,0.0
syr,m,2008,0.0
syr,f,2008,0.0
tza,mf,2013,7.900000095367432
tza,m,2013,7.300000190734863
tza,f,2013,8.600000381469727
tha,mf,2003,0.0
tha,m,2003,0.0
tha,f,2003,0.0
tha,mf,2004,0.0
tha,m,2004,0.0
tha,f,2004,0.0
tls,mf,2010,0.4000000059604645
tls,m,2010,0.4000000059604645
tls,f,2010,0.30000001192092896
ton,mf,1996,0.20000000298023224
ton,m,1996,0.20000000298023224
ton,f,1996,0.4000000059604645
tto,mf,1987,1.100000023841858
tto,m,1987,1.2000000476837158
tto,f,1987,0.8999999761581421
tto,mf,1988,1.399999976158142
tto,m,1988,1.5
tto,f,1988,1.100000023841858
tto,mf,1989,1.100000023841858
tto,m,1989,1.2000000476837158
tto,f,1989,0.800000011920929
tto,mf,1990,0.699999988079071
tto,m,1990,1.0
tto,f,1990,0.20000000298023224
tto,mf,1991,0.8999999761581421
tto,m,1991,1.100000023841858
tto,f,1991,0.4000000059604645
tto,mf,1992,1.0
tto,m,1992,1.100000023841858
tto,f,1992,0.699999988079071
tto,mf,1993,1.2000000476837158
tto,m,1993,1.5
tto,f,1993,0.699999988079071
tto,mf,1994,1.2000000476837158
tto,m,1994,1.2999999523162842
tto,f,1994,1.0
tto,mf,1995,1.2999999523162842
tto,m,1995,1.600000023841858
tto,f,1995,0.800000011920929
tto,mf,1996,1.2000000476837158
tto,m,1996,1.5
tto,f,1996,0.800000011920929
tto,mf,1997,1.5
tto,m,1997,1.7000000476837158
tto,f,1997,1.2000000476837158
tto,mf,1998,1.2000000476837158
tto,m,1998,1.5
tto,f,1998,0.6000000238418579
tto,mf,1999,1.0
tto,m,1999,1.100000023841858
tto,f,1999,0.800000011920929
tto,mf,2000,0.8999999761581421
tto,m,2000,1.100000023841858
tto,f,2000,0.5
tto,mf,2001,0.8999999761581421
tto,m,2001,1.0
tto,f,2001,0.6000000238418579
tto,mf,2002,0.8999999761581421
tto,m,2002,1.0
tto,f,2002,0.800000011920929
tto,mf,2003,0.800000011920929
tto,m,2003,0.8999999761581421
tto,f,2003,0.6000000238418579
tto,mf,2004,1.0
tto,m,2004,1.100000023841858
tto,f,2004,0.8999999761581421
tto,mf,2005,0.8999999761581421
tto,m,2005,0.800000011920929
tto,f,2005,1.100000023841858
tto,mf,2009,1.2000000476837158
tto,m,2009,1.0
tto,f,2009,1.2999999523162842
tto,mf,2010,1.100000023841858
tto,m,2010,1.0
tto,f,2010,1.2000000476837158
tto,mf,2013,1.0
tto,m,2013,0.8999999761581421
tto,f,2013,1.100000023841858
tun,mf,1989,0.800000011920929
tun,m,1989,0.8999999761581421
tun,f,1989,0.30000001192092896
tun,mf,1994,0.6000000238418579
tun,m,1994,0.6000000238418579
tun,f,1994,0.8999999761581421
tun,mf,1999,0.4000000059604645
tun,mf,2000,0.8999999761581421
tun,mf,2001,0.10000000149011612
tun,mf,2002,0.10000000149011612
tun,mf,2003,0.20000000298023224
tun,mf,2004,0.800000011920929
tun,mf,2005,0.20000000298023224
tun,m,2005,0.30000001192092896
tun,f,2005,0.10000000149011612
tun,mf,2007,0.20000000298023224
tun,m,2007,0.0
tun,f,2007,0.699999988079071
tun,mf,2008,0.8999999761581421
tun,m,2008,1.0
tun,f,2008,0.6000000238418579
tun,mf,2010,0.0
tun,m,2010,0.0
tun,f,2010,0.0
tun,mf,2011,0.0
tun,m,2011,0.0
tun,f,2011,0.0
tun,mf,2013,0.20000000298023224
tuv,mf,2002,0.10000000149011612
tuv,m,2002,0.20000000298023224
tuv,f,2002,0.0
uga,mf,2005,0.6000000238418579
uga,mf,2013,0.20000000298023224
uga,m,2013,0.10000000149011612
uga,f,2013,0.20000000298023224
are,mf,2005,0.0
are,m,2005,0.0
are,f,2005,0.0
gbr,mf,1983,0.30000001192092896
gbr,m,1983,0.30000001192092896
gbr,f,1983,0.30000001192092896
gbr,mf,1984,0.10000000149011612
gbr,m,1984,0.10000000149011612
gbr,f,1984,0.20000000298023224
gbr,mf,1985,0.0
gbr,m,1985,0.0
gbr,f,1985,0.0
gbr,mf,1986,0.0
gbr,m,1986,0.0
gbr,f,1986,0.0
gbr,mf,1987,0.30000001192092896
gbr,m,1987,0.30000001192092896
gbr,f,1987,0.30000001192092896
gbr,mf,1988,0.4000000059604645
gbr,m,1988,0.4000000059604645
gbr,f,1988,0.30000001192092896
gbr,mf,1989,1.0
gbr,m,1989,1.2000000476837158
gbr,f,1989,0.699999988079071
gbr,mf,1990,1.0
gbr,m,1990,1.2000000476837158
gbr,f,1990,0.699999988079071
gbr,mf,1991,1.0
gbr,m,1991,1.2000000476837158
gbr,f,1991,0.800000011920929
gbr,mf,1992,0.5
gbr,m,1992,0.6000000238418579
gbr,f,1992,0.30000001192092896
gbr,mf,1993,0.5
gbr,m,1993,0.6000000238418579
gbr,f,1993,0.30000001192092896
gbr,mf,1994,0.5
gbr,m,1994,0.6000000238418579
gbr,f,1994,0.30000001192092896
gbr,mf,1995,0.30000001192092896
gbr,m,1995,0.5
gbr,f,1995,0.20000000298023224
gbr,mf,1996,0.30000001192092896
gbr,m,1996,0.4000000059604645
gbr,f,1996,0.20000000298023224
gbr,mf,1997,0.20000000298023224
gbr,m,1997,0.30000001192092896
gbr,f,1997,0.20000000298023224
gbr,mf,1998,0.20000000298023224
gbr,m,1998,0.30000001192092896
gbr,f,1998,0.10000000149011612
gbr,mf,1999,0.20000000298023224
gbr,m,1999,0.20000000298023224
gbr,f,1999,0.10000000149011612
gbr,mf,2000,0.10000000149011612
gbr,m,2000,0.20000000298023224
gbr,f,2000,0.10000000149011612
gbr,mf,2001,0.20000000298023224
gbr,m,2001,0.20000000298023224
gbr,f,2001,0.10000000149011612
gbr,mf,2002,0.10000000149011612
gbr,m,2002,0.10000000149011612
gbr,f,2002,0.10000000149011612
gbr,mf,2003,0.10000000149011612
gbr,m,2003,0.10000000149011612
gbr,f,2003,0.10000000149011612
gbr,mf,2004,0.20000000298023224
gbr,m,2004,0.20000000298023224
gbr,f,2004,0.10000000149011612
gbr,mf,2005,0.20000000298023224
gbr,m,2005,0.20000000298023224
gbr,f,2005,0.10000000149011612
gbr,mf,2006,0.10000000149011612
gbr,m,2006,0.10000000149011612
gbr,f,2006,0.10000000149011612
gbr,mf,2007,0.20000000298023224
gbr,m,2007,0.20000000298023224
gbr,f,2007,0.20000000298023224
gbr,mf,2008,0.20000000298023224
gbr,m,2008,0.20000000298023224
gbr,f,2008,0.20000000298023224
gbr,mf,2009,0.20000000298023224
gbr,m,2009,0.20000000298023224
gbr,f,2009,0.20000000298023224
gbr,mf,2010,0.30000001192092896
gbr,m,2010,0.30000001192092896
gbr,f,2010,0.30000001192092896
gbr,mf,2011,0.20000000298023224
gbr,m,2011,0.20000000298023224
gbr,f,2011,0.20000000298023224
gbr,mf,2012,0.5
gbr,m,2012,0.6000000238418579
gbr,f,2012,0.30000001192092896
gbr,mf,2013,0.5
gbr,m,2013,0.6000000238418579
gbr,f,2013,0.4000000059604645
gbr,mf,2014,0.30000001192092896
gbr,m,2014,0.4000000059604645
gbr,f,2014,0.30000001192092896
ury,mf,1998,0.30000001192092896
ury,m,1998,0.10000000149011612
ury,f,1998,0.5
ury,mf,1999,0.20000000298023224
ury,m,1999,0.10000000149011612
ury,f,1999,0.30000001192092896
ury,mf,2000,0.20000000298023224
ury,m,2000,0.10000000149011612
ury,f,2000,0.30000001192092896
ury,mf,2006,0.10000000149011612
ury,m,2006,0.0
ury,f,2006,0.30000001192092896
ury,mf,2007,0.20000000298023224
ury,m,2007,0.10000000149011612
ury,f,2007,0.4000000059604645
ury,mf,2008,0.20000000298023224
ury,m,2008,0.30000001192092896
ury,f,2008,0.10000000149011612
ury,mf,2009,0.20000000298023224
ury,m,2009,0.30000001192092896
ury,f,2009,0.10000000149011612
ury,mf,2010,0.10000000149011612
ury,m,2010,0.10000000149011612
ury,f,2010,0.20000000298023224
ury,mf,2011,0.10000000149011612
ury,m,2011,0.10000000149011612
ury,f,2011,0.20000000298023224
ury,mf,2012,0.10000000149011612
ury,m,2012,0.10000000149011612
ury,f,2012,0.20000000298023224
ury,mf,2013,0.10000000149011612
ury,m,2013,0.10000000149011612
ury,f,2013,0.20000000298023224
vut,mf,2009,2.0999999046325684
vut,m,2009,2.299999952316284
vut,f,2009,1.7999999523162842
ven,mf,2013,5.5
ven,m,2013,6.400000095367432
ven,f,2013,4.0
vnm,mf,1996,0.4000000059604645
vnm,m,1996,0.4000000059604645
vnm,f,1996,0.30000001192092896
vnm,mf,1997,0.30000001192092896
vnm,m,1997,0.30000001192092896
vnm,f,1997,0.30000001192092896
vnm,mf,1998,0.20000000298023224
vnm,m,1998,0.20000000298023224
vnm,f,1998,0.20000000298023224
vnm,mf,1999,0.699999988079071
vnm,m,1999,0.699999988079071
vnm,f,1999,0.699999988079071
vnm,mf,2000,1.2999999523162842
vnm,m,2000,1.100000023841858
vnm,f,2000,1.5
vnm,mf,2001,1.399999976158142
vnm,m,2001,1.2999999523162842
vnm,f,2001,1.600000023841858
vnm,mf,2002,0.8999999761581421
vnm,m,2002,0.699999988079071
vnm,f,2002,1.0
vnm,mf,2003,0.800000011920929
vnm,m,2003,0.699999988079071
vnm,f,2003,0.8999999761581421
vnm,mf,2004,0.0
vnm,m,2004,0.0
vnm,f,2004,0.0
vnm,mf,2012,0.10000000149011612
vnm,m,2012,0.0
vnm,f,2012,0.10000000149011612
vnm,mf,2013,0.0
vnm,m,2013,0.0
vnm,f,2013,0.0
pse,mf,2002,0.10000000149011612
pse,m,2002,0.10000000149011612
pse,f,2002,0.0
pse,mf,2003,0.0
pse,m,2003,0.0
pse,f,2003,0.0
pse,mf,2008,0.0
pse,m,2008,0.0
pse,f,2008,0.0
yem,mf,2005,1.7000000476837158
yem,m,2005,1.0
yem,f,2005,9.600000381469727
zmb,mf,1980,1.600000023841858
zmb,m,1980,0.800000011920929
zmb,f,1980,3.9000000953674316
zmb,mf,1990,2.9000000953674316
zmb,m,1990,2.5999999046325684
zmb,f,1990,3.5
zmb,mf,1991,5.199999809265137
zmb,m,1991,4.699999809265137
zmb,f,1991,5.800000190734863
zmb,mf,1996,0.699999988079071
zmb,m,1996,1.0
zmb,f,1996,0.30000001192092896
zmb,mf,1998,0.5
zmb,m,1998,0.6000000238418579
zmb,f,1998,0.4000000059604645
zmb,mf,2003,1.899999976158142
zmb,mf,2008,0.6000000238418579
zmb,mf,2010,1.600000023841858
zmb,mf,2012,0.30000001192092896
zmb,m,2012,0.30000001192092896
zmb,f,2012,0.30000001192092896
zwe,mf,2011,0.10000000149011612
zwe,m,2011,0.10000000149011612
zwe,f,2011,0.10000000149011612
