country,sex,year,wage_salaried_workers_employees_000
kgz,mf,2005,1013.7000122070312
kgz,m,2005,574.4000244140625
kgz,f,2005,439.3999938964844
kgz,mf,2006,1065.5999755859375
kgz,m,2006,609.2999877929688
kgz,f,2006,456.20001220703125
kgz,mf,2009,1229.5999755859375
kgz,m,2009,699.7999877929688
kgz,f,2009,529.7999877929688
kgz,mf,2010,1277.5999755859375
kgz,m,2010,734.0
kgz,f,2010,543.5
kgz,mf,2011,1302.0980224609375
kgz,m,2011,756.47802734375
kgz,f,2011,545.6199951171875
kgz,mf,2012,1308.73095703125
kgz,m,2012,758.4749755859375
kgz,f,2012,550.2550048828125
kgz,mf,2013,1192.258056640625
kgz,m,2013,697.5750122070312
kgz,f,2013,494.6830139160156
lao,mf,1995,209.1999969482422
lao,m,1995,149.2899932861328
lao,f,1995,59.90999984741211
lao,mf,2005,321.1059875488281
lao,m,2005,211.1529998779297
lao,f,2005,109.9530029296875
lao,mf,2010,472.29400634765625
lao,m,2010,309.0950012207031
lao,f,2010,163.19900512695312
lva,mf,1996,809.0999755859375
lva,m,1996,411.70001220703125
lva,f,1996,397.3999938964844
lva,mf,1997,796.7000122070312
lva,m,1997,402.6000061035156
lva,f,1997,394.0
lva,mf,1998,813.27001953125
lva,m,1998,410.6650085449219
lva,f,1998,402.6050109863281
lva,mf,1999,804.5609741210938
lva,m,1999,412.6520080566406
lva,f,1999,391.90899658203125
lva,mf,2000,800.1400146484375
lva,m,2000,405.66900634765625
lva,f,2000,394.47100830078125
lva,mf,2001,789.5269775390625
lva,m,2001,386.1199951171875
lva,f,2001,403.4070129394531
lva,mf,2002,820.6420288085938
lva,m,2002,401.6579895019531
lva,f,2002,418.9840087890625
lva,mf,2003,825.0269775390625
lva,m,2003,405.3280029296875
lva,f,2003,419.6990051269531
lva,mf,2004,830.7839965820312
lva,m,2004,423.1809997558594
lva,f,2004,407.6029968261719
lva,mf,2005,860.7839965820312
lva,m,2005,431.6919860839844
lva,f,2005,429.0929870605469
lva,mf,2006,910.6019897460938
lva,m,2006,455.5880126953125
lva,f,2006,455.0140075683594
lva,mf,2007,941.4030151367188
lva,m,2007,470.2200012207031
lva,f,2007,471.1830139160156
lva,mf,2008,946.8480224609375
lva,m,2008,462.5450134277344
lva,f,2008,484.3039855957031
lva,mf,2009,803.8040161132812
lva,m,2009,371.7850036621094
lva,f,2009,432.0199890136719
lva,mf,2010,752.9119873046875
lva,m,2010,346.9909973144531
lva,f,2010,405.9200134277344
lva,mf,2011,763.8579711914062
lva,m,2011,359.0690002441406
lva,f,2011,404.7879943847656
lva,mf,2012,776.10302734375
lva,m,2012,368.9800109863281
lva,f,2012,407.1239929199219
lva,mf,2013,790.43798828125
lva,m,2013,379.61700439453125
lva,f,2013,410.8210144042969
lva,mf,2014,782.4450073242188
lva,m,2014,375.5270080566406
lva,f,2014,406.9179992675781
lbn,mf,2004,687.7000122070312
lbn,m,2004,472.20001220703125
lbn,f,2004,215.5
lbn,mf,2007,694.4000244140625
lbn,m,2007,469.29998779296875
lbn,f,2007,225.10000610351562
lso,mf,1999,158.8000030517578
lso,m,1999,77.85399627685547
lso,f,1999,80.94599914550781
lso,mf,2008,294.88800048828125
lso,m,2008,169.88099670410156
lso,f,2008,125.00700378417969
lbr,mf,2007,169.0
lbr,m,2007,130.0
lbr,f,2007,39.0
lbr,mf,2010,195.25399780273438
lbr,m,2010,148.0500030517578
lbr,f,2010,47.20399856567383
ltu,mf,1998,1191.5150146484375
ltu,m,1998,594.4340209960938
ltu,f,1998,597.0809936523438
ltu,mf,1999,1183.197021484375
ltu,m,1999,572.9979858398438
ltu,f,1999,610.198974609375
ltu,mf,2000,1140.0889892578125
ltu,m,2000,538.4439697265625
ltu,f,2000,601.64501953125
ltu,mf,2001,1095.9610595703125
ltu,m,2001,507.26300048828125
ltu,f,2001,588.698974609375
ltu,mf,2002,1125.6820068359375
ltu,m,2002,552.0609741210938
ltu,f,2002,573.6209716796875
ltu,mf,2003,1164.426025390625
ltu,m,2003,564.4879760742188
ltu,f,2003,599.93798828125
ltu,mf,2004,1159.2569580078125
ltu,m,2004,571.2979736328125
ltu,f,2004,587.958984375
ltu,mf,2005,1188.300048828125
ltu,m,2005,589.64599609375
ltu,f,2005,598.6539916992188
ltu,mf,2006,1186.1820068359375
ltu,m,2006,582.9149780273438
ltu,f,2006,603.2670288085938
ltu,mf,2007,1240.071044921875
ltu,m,2007,608.322998046875
ltu,f,2007,631.7479858398438
ltu,mf,2008,1260.43896484375
ltu,m,2008,616.635986328125
ltu,f,2008,643.802978515625
ltu,mf,2009,1159.6409912109375
ltu,m,2009,536.6510009765625
ltu,f,2009,622.9910278320312
ltu,mf,2010,1111.970947265625
ltu,m,2010,512.8930053710938
ltu,f,2010,599.0780029296875
ltu,mf,2011,1120.845947265625
ltu,m,2011,527.9420166015625
ltu,f,2011,592.9039916992188
ltu,mf,2012,1134.7120361328125
ltu,m,2012,535.4420166015625
ltu,f,2012,599.27001953125
ltu,mf,2013,1140.58203125
ltu,m,2013,547.3560180664062
ltu,f,2013,593.2260131835938
ltu,mf,2014,1159.3680419921875
ltu,m,2014,556.3150024414062
ltu,f,2014,603.052978515625
lux,mf,1980,136.3000030517578
lux,mf,1981,138.0
lux,mf,1982,138.0
lux,mf,1983,126.73899841308594
lux,m,1983,85.93299865722656
lux,f,1983,40.805999755859375
lux,mf,1984,127.6969985961914
lux,m,1984,85.90399932861328
lux,f,1984,41.792999267578125
lux,mf,1985,130.11599731445312
lux,m,1985,85.91999816894531
lux,f,1985,44.19599914550781
lux,mf,1986,132.7969970703125
lux,m,1986,87.73899841308594
lux,f,1986,45.05799865722656
lux,mf,1987,136.95599365234375
lux,m,1987,89.79299926757812
lux,f,1987,47.16299819946289
lux,mf,1988,135.35400390625
lux,m,1988,88.6510009765625
lux,f,1988,46.702999114990234
lux,mf,1989,136.52699279785156
lux,m,1989,88.9990005493164
lux,f,1989,47.52799987792969
lux,mf,1990,139.8090057373047
lux,m,1990,91.3550033569336
lux,f,1990,48.45399856567383
lux,mf,1991,144.71299743652344
lux,m,1991,93.52899932861328
lux,f,1991,51.183998107910156
lux,mf,1992,147.78900146484375
lux,m,1992,93.09600067138672
lux,f,1992,54.69300079345703
lux,mf,1993,146.39999389648438
lux,m,1993,93.15499877929688
lux,f,1993,53.24599838256836
lux,mf,1994,146.625
lux,m,1994,92.80699920654297
lux,f,1994,53.81800079345703
lux,mf,1995,143.60499572753906
lux,m,1995,92.0989990234375
lux,f,1995,51.50600051879883
lux,mf,1996,149.00100708007812
lux,m,1996,93.5739974975586
lux,f,1996,55.426998138427734
lux,mf,1997,153.42300415039062
lux,m,1997,95.28700256347656
lux,f,1997,58.13600158691406
lux,mf,1998,154.35899353027344
lux,m,1998,94.98899841308594
lux,f,1998,59.369998931884766
lux,mf,1999,160.05599975585938
lux,m,1999,97.18599700927734
lux,f,1999,62.869998931884766
lux,mf,2000,163.81399536132812
lux,m,2000,97.83399963378906
lux,f,2000,65.9800033569336
lux,mf,2001,171.83999633789062
lux,m,2001,102.11599731445312
lux,f,2001,69.7239990234375
lux,mf,2002,173.33700561523438
lux,m,2002,102.03800201416016
lux,f,2002,71.2979965209961
lux,mf,2003,172.31700134277344
lux,m,2003,101.81600189208984
lux,f,2003,70.5009994506836
lux,mf,2004,172.98899841308594
lux,m,2004,100.86699676513672
lux,f,2004,72.12300109863281
lux,mf,2005,178.04200744628906
lux,m,2005,102.76100158691406
lux,f,2005,75.28099822998047
lux,mf,2006,180.00900268554688
lux,m,2006,101.16400146484375
lux,f,2006,78.84500122070312
lux,mf,2007,188.2239990234375
lux,m,2007,104.43900299072266
lux,f,2007,83.78500366210938
lux,mf,2008,189.2050018310547
lux,m,2008,107.89900207519531
lux,f,2008,81.30599975585938
lux,mf,2009,198.24400329589844
lux,m,2009,111.5479965209961
lux,f,2009,86.69599914550781
lux,mf,2010,202.4510040283203
lux,m,2010,113.3499984741211
lux,f,2010,89.0999984741211
lux,mf,2011,205.33999633789062
lux,m,2011,115.10199737548828
lux,f,2011,90.23799896240234
lux,mf,2012,214.7550048828125
lux,m,2012,119.30699920654297
lux,f,2012,95.447998046875
lux,mf,2013,216.9149932861328
lux,m,2013,120.46800231933594
lux,f,2013,96.4469985961914
lux,mf,2014,223.7729949951172
lux,m,2014,122.30400085449219
lux,f,2014,101.46900177001953
mac,mf,1996,173.0
mac,m,1996,92.19999694824219
mac,f,1996,80.80000305175781
mac,mf,1997,177.0
mac,m,1997,94.30000305175781
mac,f,1997,82.69999694824219
mac,mf,1998,177.5
mac,m,1998,93.4000015258789
mac,f,1998,84.19999694824219
mac,mf,1999,174.8000030517578
mac,m,1999,89.19999694824219
mac,f,1999,85.5999984741211
mac,mf,2000,172.1999969482422
mac,m,2000,87.5
mac,f,2000,84.69999694824219
mac,mf,2001,183.0
mac,m,2001,93.19999694824219
mac,f,2001,89.80000305175781
mac,mf,2002,183.39999389648438
mac,m,2002,91.30000305175781
mac,f,2002,92.0999984741211
mac,mf,2003,183.10000610351562
mac,m,2003,92.80000305175781
mac,f,2003,90.30000305175781
mac,mf,2004,193.6999969482422
mac,m,2004,97.69999694824219
mac,f,2004,96.0
mac,mf,2005,212.89999389648438
mac,m,2005,107.0999984741211
mac,f,2005,105.80000305175781
mac,mf,2006,240.39999389648438
mac,m,2006,124.69999694824219
mac,f,2006,115.80000305175781
mac,mf,2007,274.3999938964844
mac,m,2007,142.10000610351562
mac,f,2007,132.3000030517578
mac,mf,2008,298.8999938964844
mac,m,2008,155.3000030517578
mac,f,2008,143.5
mac,mf,2009,287.3999938964844
mac,m,2009,142.10000610351562
mac,f,2009,145.39999389648438
mac,mf,2010,290.1000061035156
mac,m,2010,141.6999969482422
mac,f,2010,148.3000030517578
mac,mf,2011,303.0
mac,m,2011,148.5
mac,f,2011,154.5
mac,mf,2012,318.20001220703125
mac,mf,2013,336.5
mac,m,2013,166.89999389648438
mac,f,2013,169.60000610351562
mkd,mf,1996,424.1239929199219
mkd,m,1996,263.9949951171875
mkd,f,1996,160.12899780273438
mkd,mf,1997,402.37200927734375
mkd,m,1997,250.5240020751953
mkd,f,1997,151.84800720214844
mkd,mf,1998,417.96600341796875
mkd,m,1998,259.4200134277344
mkd,f,1998,158.54600524902344
mkd,mf,1999,405.9909973144531
mkd,m,1999,244.9739990234375
mkd,f,1999,161.01699829101562
mkd,mf,2000,408.697998046875
mkd,m,2000,249.447998046875
mkd,f,2000,159.25
mkd,mf,2001,419.8429870605469
mkd,m,2001,250.92999267578125
mkd,f,2001,168.91400146484375
mkd,mf,2002,396.67999267578125
mkd,m,2002,240.3470001220703
mkd,f,2002,156.33299255371094
mkd,mf,2003,396.5010070800781
mkd,m,2003,234.97500610351562
mkd,f,2003,161.5260009765625
mkd,mf,2004,394.3450012207031
mkd,m,2004,231.47799682617188
mkd,f,2004,162.86700439453125
mkd,mf,2005,391.6510009765625
mkd,m,2005,229.99600219726562
mkd,f,2005,161.6540069580078
mkd,mf,2006,403.60699462890625
mkd,m,2006,241.00399780273438
mkd,f,2006,162.60299682617188
mkd,mf,2007,426.64599609375
mkd,m,2007,248.63999938964844
mkd,f,2007,178.00599670410156
mkd,mf,2008,437.4580078125
mkd,m,2008,261.10400390625
mkd,f,2008,176.35499572753906
mkd,mf,2009,453.0140075683594
mkd,m,2009,269.0820007324219
mkd,f,2009,183.9320068359375
mkd,mf,2010,456.02099609375
mkd,m,2010,271.15899658203125
mkd,f,2010,184.86199951171875
mkd,mf,2011,463.05999755859375
mkd,m,2011,269.10699462890625
mkd,f,2011,193.9530029296875
mkd,mf,2012,475.89599609375
mkd,m,2012,278.9750061035156
mkd,f,2012,196.92100524902344
mkd,mf,2013,488.0979919433594
mkd,m,2013,284.8059997558594
mkd,f,2013,203.29299926757812
mkd,mf,2014,506.125
mkd,m,2014,294.4070129394531
mkd,f,2014,211.718994140625
mdg,mf,1993,639.0
mdg,m,1993,432.0
mdg,f,1993,207.0
mdg,mf,2003,1214.199951171875
mdg,m,2003,738.2000122070312
mdg,f,2003,476.0
mdg,mf,2005,1285.800048828125
mdg,m,2005,775.0999755859375
mdg,f,2005,510.70001220703125
mdg,mf,2010,953.843017578125
mdg,m,2010,616.2969970703125
mdg,f,2010,337.5459899902344
mdg,mf,2012,1170.654052734375
mdg,m,2012,752.18798828125
mdg,f,2012,418.46600341796875
mwi,mf,1987,549.1300048828125
mwi,m,1987,480.7099914550781
mwi,f,1987,68.41000366210938
mys,mf,1991,4078.699951171875
mys,m,1991,2689.300048828125
mys,f,1991,1389.4000244140625
mys,mf,1995,5553.5
mys,m,1995,3665.39990234375
mys,f,1995,1888.0
mys,mf,1996,6071.39990234375
mys,m,1996,4000.199951171875
mys,f,1996,2071.199951171875
mys,mf,1997,6380.7001953125
mys,m,1997,4230.2001953125
mys,f,1997,2150.5
mys,mf,1998,6307.89990234375
mys,m,1998,4149.0
mys,f,1998,2158.89990234375
mys,mf,1999,6602.5
mys,m,1999,4347.5
mys,f,1999,2255.0
mys,mf,2000,6882.60009765625
mys,m,2000,4363.60009765625
mys,f,2000,2519.0
mys,mf,2001,7056.2001953125
mys,m,2001,4519.89990234375
mys,f,2001,2536.199951171875
mys,mf,2002,7320.2001953125
mys,m,2002,4692.60009765625
mys,f,2002,2627.60009765625
mys,mf,2003,7523.7998046875
mys,m,2003,4776.2001953125
mys,f,2003,2747.699951171875
mys,mf,2004,7445.0
mys,m,2004,4690.60009765625
mys,f,2004,2754.5
mys,mf,2005,7583.39990234375
mys,m,2005,4778.10009765625
mys,f,2005,2805.300048828125
mys,mf,2006,7632.89990234375
mys,m,2006,4775.89990234375
mys,f,2006,2856.89990234375
mys,mf,2007,7824.0
mys,m,2007,4893.39990234375
mys,f,2007,2930.699951171875
mys,mf,2008,7951.10009765625
mys,m,2008,4947.0
mys,f,2008,3004.10009765625
mys,mf,2009,8153.60009765625
mys,m,2009,5067.2998046875
mys,f,2009,3086.300048828125
mys,mf,2010,8273.900390625
mys,m,2010,5124.10009765625
mys,f,2010,3149.800048828125
mys,mf,2011,9410.2001953125
mys,m,2011,5901.2998046875
mys,f,2011,3508.89990234375
mys,mf,2012,9527.0
mys,m,2012,5961.5
mys,f,2012,3565.39990234375
mys,mf,2013,9759.900390625
mys,m,2013,6049.39990234375
mys,f,2013,3710.39990234375
mys,mf,2014,10167.7998046875
mys,m,2014,6284.5
mys,f,2014,3883.300048828125
mdv,mf,1990,26.033000946044922
mdv,m,1990,21.916000366210938
mdv,f,1990,4.117000102996826
mdv,mf,1995,24.51300048828125
mdv,m,1995,16.575000762939453
mdv,f,1995,7.938000202178955
mdv,mf,2000,20.510000228881836
mdv,m,2000,12.187999725341797
mdv,f,2000,8.321999549865723
mdv,mf,2006,60.83700180053711
mdv,m,2006,42.60900115966797
mdv,f,2006,18.22800064086914
mdv,mf,2010,64.30999755859375
mdv,m,2010,38.86600112915039
mdv,f,2010,25.44300079345703
mli,mf,2004,322.79998779296875
mli,m,2004,211.0
mli,f,2004,111.80000305175781
mli,mf,2006,488.9590148925781
mli,m,2006,363.70001220703125
mli,f,2006,125.25900268554688
mli,mf,2007,326.86700439453125
mli,m,2007,250.7779998779297
mli,f,2007,76.08899688720703
mlt,mf,2000,125.9280014038086
mlt,m,2000,84.81400299072266
mlt,f,2000,41.1150016784668
mlt,mf,2001,129.68800354003906
mlt,m,2001,88.05899810791016
mlt,f,2001,41.62900161743164
mlt,mf,2002,127.427001953125
mlt,m,2002,83.59700012207031
mlt,f,2002,43.83000183105469
mlt,mf,2003,128.00900268554688
mlt,m,2003,86.66999816894531
mlt,f,2003,41.3390007019043
mlt,mf,2004,125.36299896240234
mlt,m,2004,84.71299743652344
mlt,f,2004,40.650001525878906
mlt,mf,2005,128.71200561523438
mlt,m,2005,85.65899658203125
mlt,f,2005,43.053001403808594
mlt,mf,2006,130.21200561523438
mlt,m,2006,86.37200164794922
mlt,f,2006,43.84000015258789
mlt,mf,2007,133.2270050048828
mlt,m,2007,86.73200225830078
mlt,f,2007,46.494998931884766
mlt,mf,2008,136.76400756835938
mlt,m,2008,87.19400024414062
mlt,f,2008,49.569000244140625
mlt,mf,2009,137.33200073242188
mlt,m,2009,87.13500213623047
mlt,f,2009,50.198001861572266
mlt,mf,2010,139.21200561523438
mlt,m,2010,86.77999877929688
mlt,f,2010,52.430999755859375
mlt,mf,2011,144.1230010986328
mlt,m,2011,89.21900177001953
mlt,f,2011,54.90399932861328
mlt,mf,2012,147.32000732421875
mlt,m,2012,89.19100189208984
mlt,f,2012,58.12900161743164
mlt,mf,2013,151.5070037841797
mlt,m,2013,89.2979965209961
mlt,f,2013,62.20899963378906
mlt,mf,2014,156.22999572753906
mlt,m,2014,91.41400146484375
mlt,f,2014,64.81600189208984
mhl,mf,1999,7.199999809265137
mhl,m,1999,5.099999904632568
mhl,f,1999,2.0999999046325684
mtq,mf,2001,100.30000305175781
mtq,mf,2002,103.5999984741211
mtq,mf,2003,104.5999984741211
mtq,mf,2004,103.30000305175781
mtq,mf,2005,104.4000015258789
mtq,mf,2006,104.0
mtq,mf,2007,110.5
mtq,mf,2008,109.5
mtq,mf,2009,109.30000305175781
mtq,mf,2010,108.19999694824219
mtq,mf,2011,111.80000305175781
mtq,mf,2012,109.5999984741211
mus,mf,1990,345.79998779296875
mus,m,1990,232.89999389648438
mus,f,1990,113.0
mus,mf,1995,352.8999938964844
mus,m,1995,235.8000030517578
mus,f,1995,117.19999694824219
mus,mf,2000,387.1000061035156
mus,m,2000,245.8000030517578
mus,f,2000,141.3000030517578
mus,mf,2004,389.79998779296875
mus,m,2004,254.8000030517578
mus,f,2004,135.0
mus,mf,2005,394.3999938964844
mus,m,2005,258.70001220703125
mus,f,2005,135.6999969482422
mus,mf,2006,401.3999938964844
mus,m,2006,261.6000061035156
mus,f,2006,139.8000030517578
mus,mf,2007,397.70001220703125
mus,m,2007,258.6000061035156
mus,f,2007,139.10000610351562
mus,mf,2008,415.1000061035156
mus,m,2008,266.0
mus,f,2008,149.10000610351562
mus,mf,2009,420.8999938964844
mus,m,2009,267.3999938964844
mus,f,2009,153.5
mus,mf,2010,429.125
mus,m,2010,269.70001220703125
mus,f,2010,159.4250030517578
mus,mf,2011,434.6499938964844
mus,m,2011,269.82501220703125
mus,f,2011,164.8249969482422
mus,mf,2012,434.375
mus,m,2012,269.375
mus,f,2012,165.0
mex,mf,1980,9771.0
mex,mf,1990,15936.0
mex,m,1990,11539.0
mex,f,1990,4397.0
mex,mf,1991,16351.009765625
mex,m,1991,10827.25
mex,f,1991,5523.7548828125
mex,mf,1992,16976.0
mex,m,1992,11329.0
mex,f,1992,5647.0
mex,mf,1993,17614.720703125
mex,m,1993,11876.150390625
mex,f,1993,5738.56689453125
mex,mf,1994,18253.0
mex,m,1994,12446.0
mex,f,1994,5807.0
mex,mf,1995,18904.880859375
mex,m,1995,12721.4296875
mex,f,1995,6183.451171875
mex,mf,1996,20071.529296875
mex,m,1996,13391.98046875
mex,f,1996,6679.544921875
mex,mf,1997,20923.55078125
mex,m,1997,13929.509765625
mex,f,1997,6994.0361328125
mex,mf,1998,22313.849609375
mex,m,1998,14785.33984375
mex,f,1998,7528.51220703125
mex,mf,1999,22798.349609375
mex,m,1999,15141.9599609375
mex,f,1999,7656.39599609375
mex,mf,2000,24062.240234375
mex,m,2000,15718.73046875
mex,f,2000,8343.5146484375
mex,mf,2001,23947.369140625
mex,m,2001,15646.58984375
mex,f,2001,8300.78125
mex,mf,2002,24359.560546875
mex,m,2002,15869.26953125
mex,f,2002,8490.2880859375
mex,mf,2003,24643.029296875
mex,m,2003,16158.66015625
mex,f,2003,8484.3740234375
mex,mf,2004,25520.1796875
mex,m,2004,16513.2109375
mex,f,2004,9006.9716796875
mex,mf,2005,26087.380859375
mex,m,2005,16483.41015625
mex,f,2005,9603.9736328125
mex,mf,2006,27440.2109375
mex,m,2006,17299.080078125
mex,f,2006,10141.1298828125
mex,mf,2007,27950.310546875
mex,m,2007,17524.599609375
mex,f,2007,10425.7197265625
mex,mf,2008,28762.630859375
mex,m,2008,18069.830078125
mex,f,2008,10692.7998046875
mex,mf,2009,28513.130859375
mex,m,2009,17918.080078125
mex,f,2009,10595.0498046875
mex,mf,2010,30437.7109375
mex,m,2010,19120.689453125
mex,f,2010,11317.01953125
mex,mf,2011,31095.25
mex,m,2011,19620.9296875
mex,f,2011,11474.3203125
mex,mf,2012,32492.099609375
mex,m,2012,20297.330078125
mex,f,2012,12194.76953125
mex,mf,2013,33033.2109375
mex,m,2013,20482.869140625
mex,f,2013,12550.349609375
mda,mf,1999,998.2000122070312
mda,m,1999,501.3999938964844
mda,f,1999,496.79998779296875
mda,mf,2000,950.9000244140625
mda,m,2000,476.1000061035156
mda,f,2000,474.79998779296875
mda,mf,2001,899.2000122070312
mda,m,2001,449.29998779296875
mda,f,2001,449.8999938964844
mda,mf,2002,891.7999877929688
mda,m,2002,435.6000061035156
mda,f,2002,456.20001220703125
mda,mf,2003,868.2000122070312
mda,m,2003,416.0
mda,f,2003,452.20001220703125
mda,mf,2004,840.9000244140625
mda,m,2004,398.8999938964844
mda,f,2004,442.0
mda,mf,2005,830.5999755859375
mda,m,2005,389.1000061035156
mda,f,2005,441.5
mda,mf,2006,842.7000122070312
mda,m,2006,410.1000061035156
mda,f,2006,432.6000061035156
mda,mf,2007,831.7000122070312
mda,m,2007,395.79998779296875
mda,f,2007,435.8999938964844
mda,mf,2008,850.2999877929688
mda,m,2008,408.3999938964844
mda,f,2008,441.8999938964844
mda,mf,2009,836.5999755859375
mda,m,2009,398.5
mda,f,2009,438.1000061035156
mda,mf,2010,808.5
mda,m,2010,379.5
mda,f,2010,429.0
mda,mf,2011,828.9000244140625
mda,m,2011,393.1000061035156
mda,f,2011,435.79998779296875
mda,mf,2012,812.2999877929688
mda,m,2012,383.70001220703125
mda,f,2012,428.6000061035156
mda,mf,2013,806.656982421875
mda,m,2013,383.1130065917969
mda,f,2013,423.54400634765625
mda,mf,2014,797.56201171875
mda,m,2014,371.8909912109375
mda,f,2014,425.6709899902344
mng,mf,2000,321.3999938964844
mng,m,2000,165.10000610351562
mng,f,2000,156.3000030517578
mng,mf,2003,339.67999267578125
mng,m,2003,166.52200317382812
mng,f,2003,173.1580047607422
mng,mf,2007,336.7909851074219
mng,m,2007,159.30599975585938
mng,f,2007,177.48500061035156
mng,mf,2008,374.1289978027344
mng,m,2008,182.88600158691406
mng,f,2008,191.2429962158203
mng,mf,2009,383.42401123046875
mng,m,2009,183.77200317382812
mng,f,2009,199.65199279785156
mng,mf,2010,439.1210021972656
mng,m,2010,209.3280029296875
mng,f,2010,229.79299926757812
mng,mf,2011,450.3269958496094
mng,m,2011,222.57200622558594
mng,f,2011,227.7550048828125
mng,mf,2012,501.48699951171875
mng,m,2012,251.35299682617188
mng,f,2012,250.13400268554688
mne,mf,2005,143.89999389648438
mne,m,2005,81.4000015258789
mne,f,2005,62.5
mne,mf,2007,167.89999389648438
mne,m,2007,92.4000015258789
mne,f,2007,75.5
mne,mf,2008,177.10000610351562
mne,m,2008,95.5999984741211
mne,f,2008,81.5
mne,mf,2009,175.89999389648438
mne,m,2009,94.5
mne,f,2009,81.4000015258789
mne,mf,2010,174.10000610351562
mne,m,2010,93.4000015258789
mne,f,2010,80.69999694824219
mne,mf,2011,163.8000030517578
mne,m,2011,87.14199829101562
mne,f,2011,76.65799713134766
mne,mf,2012,166.10000610351562
mne,m,2012,88.80000305175781
mne,f,2012,77.30000305175781
msr,mf,1991,3.7200000286102295
msr,m,1991,2.059999942779541
msr,f,1991,1.6699999570846558
mar,mf,1994,3393.300048828125
mar,m,1994,2682.89990234375
mar,f,1994,710.4000244140625
mar,mf,1998,3699.52392578125
mar,m,1998,2816.386962890625
mar,f,1998,883.1370239257812
mar,mf,1999,3631.803955078125
mar,m,1999,2848.97509765625
mar,f,1999,782.8289794921875
mar,mf,2002,3604.60009765625
mar,m,2002,2807.89990234375
mar,f,2002,796.5999755859375
mar,mf,2003,3654.60009765625
mar,m,2003,2805.39990234375
mar,f,2003,849.0999755859375
mar,mf,2004,3649.199951171875
mar,m,2004,2812.39990234375
mar,f,2004,836.7999877929688
mar,mf,2005,3705.199951171875
mar,m,2005,2859.5
mar,f,2005,845.7000122070312
mar,mf,2006,4286.2041015625
mar,m,2006,3387.572998046875
mar,f,2006,898.6309814453125
mar,mf,2007,4510.1279296875
mar,m,2007,3577.51904296875
mar,f,2007,932.6090087890625
mar,mf,2008,4468.01416015625
mar,m,2008,3538.56201171875
mar,f,2008,929.4520263671875
mar,mf,2009,4566.27294921875
mar,mf,2010,4598.85693359375
mar,mf,2011,4561.0390625
mar,mf,2012,4593.08984375
moz,mf,2003,698.8300170898438
moz,m,2003,567.7490234375
moz,f,2003,131.08099365234375
nam,mf,1994,192.7899932861328
nam,m,1994,121.79900360107422
nam,f,1994,70.99299621582031
nam,mf,1997,255.9600067138672
nam,m,1997,160.41000366210938
nam,f,1997,95.55000305175781
nam,mf,2000,268.60400390625
nam,m,2000,153.56500244140625
nam,f,2000,115.03900146484375
nam,mf,2001,251.91299438476562
nam,m,2001,152.78599548339844
nam,f,2001,99.12699890136719
nam,mf,2004,280.3290100097656
nam,m,2004,164.56300354003906
nam,f,2004,116.11299896240234
nam,mf,2008,269.60198974609375
nam,m,2008,152.94500732421875
nam,f,2008,116.65799713134766
nam,mf,2010,388.2330017089844
nam,m,2010,222.4080047607422
nam,f,2010,165.8249969482422
nam,mf,2011,361.95599365234375
nam,m,2011,212.32699584960938
nam,f,2011,149.62899780273438
nam,mf,2012,396.8909912109375
nam,m,2012,228.77000427246094
nam,f,2012,168.1219940185547
nam,mf,2013,438.5150146484375
nam,m,2013,249.7830047607422
nam,f,2013,188.73199462890625
npl,mf,2001,2438.300048828125
npl,m,2001,1890.5999755859375
npl,f,2001,547.7000122070312
nld,mf,1980,4362.0
nld,mf,1981,4433.0
nld,mf,1982,4388.0
nld,mf,1983,4351.7001953125
nld,m,1983,2904.60009765625
nld,f,1983,1447.0999755859375
nld,mf,1984,4386.0
nld,mf,1985,4535.7421875
nld,m,1985,2969.64111328125
nld,f,1985,1566.1009521484375
nld,mf,1986,4571.0
nld,mf,1987,5119.51123046875
nld,m,1987,3314.666015625
nld,f,1987,1804.844970703125
nld,mf,1988,5191.13916015625
nld,m,1988,3287.282958984375
nld,f,1988,1903.85595703125
nld,mf,1989,5304.05419921875
nld,m,1989,3344.833984375
nld,f,1989,1959.218994140625
nld,mf,1990,5486.6201171875
nld,m,1990,3438.7119140625
nld,f,1990,2047.907958984375
nld,mf,1991,5674.27294921875
nld,m,1991,3501.010009765625
nld,f,1991,2173.262939453125
nld,mf,1992,5860.85595703125
nld,m,1992,3512.968017578125
nld,f,1992,2347.888916015625
nld,mf,1993,5859.26416015625
nld,m,1993,3474.152099609375
nld,f,1993,2385.112060546875
nld,mf,1994,5875.4111328125
nld,m,1994,3447.176025390625
nld,f,1994,2428.235107421875
nld,mf,1995,5920.2548828125
nld,m,1995,3473.65087890625
nld,f,1995,2446.60400390625
nld,mf,1996,6081.43896484375
nld,m,1996,3528.43798828125
nld,f,1996,2553.0009765625
nld,mf,1997,6295.73486328125
nld,m,1997,3633.02099609375
nld,f,1997,2662.714111328125
nld,mf,1998,6538.65185546875
nld,m,1998,3753.509033203125
nld,f,1998,2785.14306640625
nld,mf,1999,6729.78076171875
nld,m,1999,3814.260986328125
nld,f,1999,2915.52001953125
nld,mf,2000,6959.328125
nld,m,2000,3921.00390625
nld,f,2000,3038.323974609375
nld,mf,2001,7132.14208984375
nld,m,2001,3978.797119140625
nld,f,2001,3153.344970703125
nld,mf,2002,7220.0087890625
nld,m,2002,4002.06689453125
nld,f,2002,3217.94189453125
